,number,price,currency
1071,7794,0.0999,ETH
1072,3625,1.1,ETH
1073,9299,1.0,ETH
1074,3672,10.5,WETH
1075,5360,1.25,WETH
1076,3220,11.899,ETH
1077,6676,10.0,WETH
1078,6558,19.0,ETH
1079,4287,8.8,ETH
1080,6037,0.06,ETH
1081,6728,1.0,WETH
1082,6840,9.5,ETH
1083,3738,1.09,ETH
1084,3952,14.8025,WETH
1085,5553,10.0,ETH
1086,8864,0.36,ETH
1087,6054,12.0,ETH
1088,2016,1.5,ETH
1089,2913,1.0,ETH
1090,6260,4.5,ETH
1091,1667,1.33,WETH
1092,6702,0.95,ETH
1093,7248,2.4,WETH
1094,3222,3.0,ETH
1095,7404,15.956,ETH
1096,3054,0.53,ETH
1097,7106,0.0899,ETH
1098,449,12.69,ETH
1099,9408,1.49,ETH
1100,1712,10.0,WETH
1101,5874,13.0,ETH
1102,8181,4.9,ETH
1103,6520,2.5,ETH
1104,1355,4.4,ETH
1105,5214,0.005,ETH
1106,9607,10.0,ETH
1107,5672,1.0,ETH
1108,8191,9.75,ETH
1109,7325,1.4,ETH
1110,56,15.0,ETH
1111,3894,6.399,ETH
1112,3443,13.31,WETH
1113,5324,1.5,ETH
1114,3246,1.4,ETH
1115,3116,3.0,ETH
1116,1156,12.0,ETH
1117,3627,9.0,ETH
1118,8315,8.742,ETH
1119,1916,0.25,ETH
1120,4629,0.25,ETH
1121,6863,0.349,ETH
1122,9033,12.79,ETH
1123,5268,2.0,ETH
1124,940,1.95,ETH
1125,2997,17.0,ETH
1126,9441,1.2,ETH
1127,6149,0.03,ETH
1128,2590,4.95,ETH
1129,8545,0.089,ETH
1130,8909,19.99,ETH
1131,8134,0.1,ETH
1132,2526,8.99,ETH
1133,3533,1.12,ETH
1134,7488,1.4,ETH
1135,6826,13.0,ETH
1136,5228,10.0,WETH
1137,8752,7.0,ETH
1138,7390,10.95,ETH
1139,8650,9.5,ETH
1140,7898,0.04,ETH
1141,9780,11.75,WETH
1142,1410,0.02,ETH
1143,5409,1.25,ETH
1144,3471,16.1204,WETH
1145,1383,12.5,ETH
1146,6124,0.0996,ETH
1147,9554,0.15,ETH
1148,2889,0.13,ETH
1149,3512,20.0,ETH
1150,1168,1.1,ETH
1151,6958,12.75,ETH
1152,4758,9.525,WETH
1153,6891,0.51,ETH
1154,9567,15.0,ETH
1155,5135,2.19,ETH
1156,1293,1.55,ETH
1157,983,2.85,ETH
1158,9742,0.8,ETH
1159,3853,0.02,ETH
1160,8757,0.5,ETH
1161,7773,8.5,ETH
1162,1217,3.85,ETH
1163,7930,0.3,ETH
1164,6151,20.0,ETH
1165,7868,1.5,ETH
1166,2566,7.5562,ETH
1167,8750,1.49,ETH
1168,5194,24.95,ETH
1169,4401,1.55,WETH
1170,188,1.88,ETH
1171,8778,1.6,ETH
1172,9056,2.5,ETH
1173,4288,9.9,ETH
1174,4429,7.95,ETH
1175,5514,8.5,ETH
1176,800,0.045,ETH
1177,680,7.75,ETH
1178,5786,8.5,WETH
1179,1782,9.5,ETH
1180,1704,1.6,ETH
1181,7731,10.9,ETH
1182,6807,0.55,ETH
1183,5823,1.99,ETH
1184,8873,1.9,ETH
1185,9116,1.68,ETH
1186,7697,1.5,ETH
1187,4585,13.5,ETH
1188,2154,1.4,WETH
1189,6435,9.299,ETH
1190,8356,0.0575,ETH
1191,3240,0.005,ETH
1192,5600,0.89,ETH
1193,8915,16.5,ETH
1194,1597,14.4,ETH
1195,8745,2.249,ETH
1196,5334,3.0,ETH
1197,1371,4.88,ETH
1198,3186,0.5,ETH
1199,9029,0.005,ETH
1200,7150,10.0,WETH
1201,4592,1.5,ETH
1202,8761,15.0,WETH
1203,3878,2.59,ETH
1204,7573,5.99,ETH
1205,9759,7.0,ETH
1206,7942,1.05,WETH
1207,2491,5.0,ETH
1208,9546,1.9,WETH
1209,4080,0.02,ETH
1210,2284,0.15,ETH
1211,8716,9.0,ETH
1212,7378,0.0599,ETH
1213,5401,13.5,ETH
1214,7443,8.8815,WETH
1215,4537,7.5,ETH
1216,7059,13.88,WETH
1217,1708,14.8,ETH
1218,6552,12.0,ETH
1219,8729,9.75,ETH
1220,7737,10.5,ETH
1221,3999,3.25,ETH
1222,6815,7.5,ETH
1223,9724,12.99,ETH
1224,5245,0.089,ETH
1225,2201,8.269,ETH
1226,4144,0.42,ETH
1227,2838,3.45,ETH
1228,5954,0.78,ETH
1229,457,14.99,ETH
1230,1412,14.0,ETH
1231,1575,3.25,ETH
1232,9234,0.4,ETH
1233,7622,0.2987,ETH
1234,5816,9.5,ETH
1235,5981,1.65,ETH
1236,9289,2.6,ETH
1237,3753,8.0,ETH
1238,1665,10.0,ETH
1239,9754,0.06,ETH
1240,1205,6.5,ETH
1241,3438,1.2,ETH
1242,400,0.3,ETH
1243,314,7.5,ETH
1244,1690,22.0,ETH
1245,2907,0.3,ETH
1246,4496,2.4,ETH
1247,1110,9.99,ETH
1248,4478,14.0,ETH
1249,8157,8.0,ETH
1250,7885,3.0,ETH
1251,1566,0.08,ETH
1252,1794,2.2,ETH
1253,3683,3.17,ETH
1254,649,1.5,ETH
1255,6368,1.19,ETH
1256,4991,12.0,ETH
1257,7920,9.2,ETH
1258,5509,20.0,ETH
1259,5221,1.33,ETH
1260,6421,8.0,ETH
1261,8,20.0,ETH
1262,7058,6.9,ETH
1263,7341,19.95,ETH
1264,7391,0.0599,ETH
1265,3611,3.5,ETH
1266,6253,16.5,ETH
1267,1550,18.9,ETH
1268,8944,0.07,ETH
1269,6319,7.0,ETH
1270,808,0.02,ETH
1271,4289,12.999,ETH
1272,5235,0.33,ETH
1273,3255,1.49,ETH
1274,4487,1.86,ETH
1275,1125,1.28,ETH
1276,7481,17.75,ETH
1277,7494,7.0,WETH
1278,8334,0.2899,ETH
1279,5966,0.05,ETH
1280,6189,9.89,ETH
1281,6086,0.45,ETH
1282,2517,4.0,ETH
1283,497,0.035,ETH
1284,34,1.25,ETH
1285,8028,9.25,ETH
1286,7673,10.0,ETH
1287,8899,25.0,ETH
1288,1640,0.02,ETH
1289,5352,20.0,WETH
1290,7187,6.99,ETH
1291,9191,9.7,ETH
1292,1053,8.5,ETH
1293,3979,3.0,WETH
1294,5699,11.5,ETH
1295,7415,12.0,ETH
1296,45,0.2,ETH
1297,5054,19.0,ETH
1298,4717,0.55,ETH
1299,3697,20.0,ETH
1300,6387,1.99,ETH
1301,9553,12.99,ETH
1302,1553,0.02,ETH
1303,2282,13.45,ETH
1304,7846,4.75,ETH
1305,3985,2.4,ETH
1306,7249,2.5,WETH
1307,9232,10.0,WETH
1308,8504,7.0,WETH
1309,3998,11.0,ETH
1310,5249,14.0,ETH
1311,6413,0.5296,ETH
1312,5532,0.02,ETH
1313,1019,14.0,ETH
1314,7093,0.39,ETH
1315,4007,2.15,ETH
1316,8598,9.99,ETH
1317,1361,9.0,ETH
1318,1232,0.2993,ETH
1319,1711,0.02,ETH
1320,2915,0.02,ETH
1321,4372,1.5,ETH
1322,9571,13.5,ETH
1323,6314,3.65,ETH
1324,5788,5.0,ETH
1325,1482,8.88,ETH
1326,8013,0.18,ETH
1327,7105,0.5,ETH
1328,5383,1.1,ETH
1329,9939,12.75,WETH
1330,8204,25.785,WETH
1331,2578,0.005,ETH
1332,7777,0.1,ETH
1333,923,8.0,ETH
1334,6777,9.0,ETH
1335,5247,7.15,ETH
1336,6941,0.229,ETH
1337,7193,16.99,ETH
1338,7553,0.65,ETH
1339,4829,11.49,ETH
1340,7663,0.02,ETH
1341,9218,8.0,ETH
1342,1964,0.425,ETH
1343,8118,1.4,ETH
1344,1302,8.3,ETH
1345,6065,7.64,WETH
1346,941,6.8,ETH
1347,5833,1.8831,ETH
1348,714,1.6999,ETH
1349,3125,1.2,ETH
1350,9467,8.5,ETH
1351,6024,2.0,ETH
1352,7810,0.5,ETH
1353,1583,0.02,ETH
1354,6474,1.0,ETH
1355,1617,23.875,WETH
1356,2553,1.4,ETH
1357,1475,0.35,ETH
1358,1160,0.99,ETH
1359,5375,2.0,ETH
1360,1048,3.465,ETH
1361,6875,0.8,ETH
1362,2400,5.0,ETH
1363,9174,0.5,ETH
1364,1330,0.05,ETH
1365,9396,0.5,ETH
1366,6873,9.5,ETH
1367,1451,8.0,ETH
1368,7638,0.99,ETH
1369,6424,15.0,ETH
1370,7721,5.0575,WETH
1371,1077,1.337,ETH
1372,7055,14.5,ETH
1373,2654,0.0999,ETH
1374,6679,2.5,ETH
1375,6215,9.8,ETH
1376,6042,16.9697,ETH
1377,8682,9.6,ETH
1378,1213,0.049,ETH
1379,4271,0.05,ETH
1380,1988,2.0,ETH
1381,4833,13.5,ETH
1382,738,3.5,ETH
1383,4396,10.79,ETH
1384,827,9.0,ETH
1385,4186,0.19,ETH
1386,3666,3.3,ETH
1387,6419,2.2,ETH
1388,6357,15.0,ETH
1389,6396,0.1,ETH
1390,1263,0.988,ETH
1391,6364,0.005,ETH
1392,2663,12.5,ETH
1393,3217,14.5,ETH
1394,3781,3.0,ETH
1395,6711,0.67,ETH
1396,1888,25.0,ETH
1397,8152,0.42,ETH
1398,6454,0.185,ETH
1399,8159,5.734,WETH
1400,4635,0.7,ETH
1401,9122,16.1033,ETH
1402,3821,0.02,ETH
1403,9455,0.02,ETH
1404,5570,7.0,WETH
1405,890,16.5,ETH
1406,1983,0.005,ETH
1407,5184,11.99,ETH
1408,7954,20.0,ETH
1409,219,0.29,ETH
1410,1350,17.19,WETH
1411,43,9.0,ETH
1412,291,0.04,ETH
1413,6936,1.4,ETH
1414,1957,17.6969,ETH
1415,9129,10.75,ETH
1416,8372,9.0,ETH
1417,5955,0.2,ETH
1418,2523,0.3,ETH
1419,285,6.25,ETH
1420,7559,7.0,ETH
1421,9404,9.842,ETH
1422,1271,0.2,ETH
1423,8816,2.5,ETH
1424,1950,0.2,ETH
1425,8921,7.62,WETH
1426,5741,2.0,ETH
1427,2514,0.2,ETH
1428,367,4.44,ETH
1429,280,8.0,WETH
1430,9131,2.3,ETH
1431,2673,1.6,ETH
1432,5337,1.4,ETH
1433,8658,2.3,ETH
1434,8409,8.56,WETH
1435,9314,10.75,ETH
1436,3248,19.0,ETH
1437,3773,5.5,ETH
1438,7769,14.0,ETH
1439,9617,12.0,ETH
1440,80,1.5,ETH
1441,4058,9.88,ETH
1442,2422,11.9,ETH
1443,9488,12.0,ETH
1444,9061,9.8,ETH
1445,8402,1.3,ETH
1446,3958,9.3113,WETH
1447,1171,0.09,ETH
1448,9015,8.0,ETH
1449,5720,12.0,ETH
1450,1320,0.099,ETH
1451,5412,1.8,ETH
1452,399,0.1,ETH
1453,190,11.469,ETH
1454,4802,0.87,ETH
1455,7262,16.0,ETH
1456,9223,3.95,ETH
1457,3308,0.05,ETH
1458,4642,0.49,ETH
1459,1636,2.0,ETH
1460,5183,17.1805,WETH
1461,6407,3.1,ETH
1462,6646,10.0,ETH
1463,4924,3.6,WETH
1464,4936,11.0,ETH
1465,9628,0.15,ETH
1466,715,1.29,ETH
1467,6397,0.05,ETH
1468,3601,7.88,ETH
1469,2816,4.5,ETH
1470,303,1.36,ETH
1471,3966,1.38,ETH
1472,3369,7.0,ETH
1473,6764,9.5,WETH
1474,1027,9.49,ETH
1475,5638,7.2,ETH
1476,7526,0.95,ETH
1477,6453,9.5,WETH
1478,9718,12.2,ETH
1479,1733,19.1,WETH
1480,1186,0.9,ETH
1481,1709,13.5,ETH
1482,1834,2.19,ETH
1483,2207,11.95,ETH
1484,7980,0.0999,ETH
1485,5380,2.249,ETH
1486,6445,0.06,ETH
1487,1075,0.21,ETH
1488,9676,8.489,ETH
1489,271,2.1,ETH
1490,5995,6.75,ETH
1491,5128,8.975,ETH
1492,2734,0.02,ETH
1493,5447,0.3,ETH
1494,9798,11.46,WETH
1495,5839,7.0,ETH
1496,3673,10.0,ETH
1497,3281,7.75,ETH
1498,1707,1.24,ETH
1499,5822,1.0,ETH
1500,9685,10.0,ETH
1501,419,2.3,ETH
1502,7524,0.62,ETH
1503,8170,29.0,ETH
1504,2629,0.1,ETH
1505,3590,2.99,ETH
1506,2349,25.0,ETH
1507,3945,1.1999,ETH
1508,9230,13.0,ETH
1509,3667,8.99,ETH
1510,9370,12.69,ETH
1511,1969,8.0,ETH
1512,3561,16.7125,WETH
1513,8405,1.3,ETH
1514,6183,1.0,ETH
1515,1872,0.02,ETH
1516,46,14.8025,WETH
1517,4097,1.1,ETH
1518,5172,10.97,ETH
1519,4224,0.03,ETH
1520,6055,1.86,ETH
1521,4834,9.25,ETH
1522,5725,8.55,ETH
1523,8311,0.983,ETH
1524,5416,28.65,WETH
1525,7107,4.5,ETH
1526,2632,0.1,ETH
1527,2378,0.1,ETH
1528,2870,0.04,ETH
1529,7493,13.99,ETH
1530,9222,0.45,ETH
1531,9171,0.19,ETH
1532,9758,18.0,ETH
1533,2544,1.84,ETH
1534,7237,15.0,ETH
1535,1906,0.02,ETH
1536,7435,15.5,ETH
1537,1301,10.25,ETH
1538,1975,2.0,ETH
1539,7566,20.0,ETH
1540,568,0.33,ETH
1541,6684,9.0,ETH
1542,7963,9.75,ETH
1543,602,1.42,ETH
1544,7276,1.0,ETH
1545,2691,2.88,ETH
1546,6385,2.0,ETH
1547,5277,1.4,ETH
1548,1505,8.5,ETH
1549,6894,2.5,ETH
1550,1240,21.0,ETH
1551,975,0.098,ETH
1552,9699,0.06,ETH
1553,622,5.99,ETH
1554,5866,1.9,ETH
1555,6962,1.29,ETH
1556,525,5.5,WETH
1557,8348,0.02,ETH
1558,9124,10.0,ETH
1559,8823,9.99,ETH
1560,6874,0.99,ETH
1561,787,1.9,ETH
1562,2062,7.6,ETH
1563,9465,13.5,ETH
1564,2735,14.0,ETH
1565,2158,0.1,ETH
1566,6872,1.32,ETH
1567,1094,10.0,ETH
1568,4627,1.9999,ETH
1569,7849,13.99,ETH
1570,9528,0.09,ETH
1571,1025,1.6999,ETH
1572,6137,0.1374,ETH
1573,222,1.15,ETH
1574,7090,0.89,ETH
1575,7104,0.0369,ETH
1576,1558,0.08,ETH
1577,1567,1.3,ETH
1578,9141,0.5,ETH
1579,5369,2.7,ETH
1580,3702,0.02,ETH
1581,722,15.0,ETH
1582,1827,15.4,ETH
1583,8640,7.5,ETH
1584,7414,0.005,ETH
1585,4631,0.39,ETH
1586,1165,15.0,ETH
1587,7612,0.02,ETH
1588,4413,0.02,ETH
1589,8394,1.0,ETH
1590,6822,0.02,ETH
1591,8867,9.5,ETH
1592,75,5.5,ETH
1593,9276,0.2,ETH
1594,3446,9.72,ETH
1595,9360,0.1,ETH
1596,5745,44.95,ETH
1597,2394,14.0,ETH
1598,1528,0.99,ETH
1599,4054,0.9,ETH
1600,2730,17.0,ETH
1601,2281,18.0,ETH
1602,4706,7.5,ETH
1603,3790,2.5,ETH
1604,5264,1.45,ETH
1605,7213,1.5,ETH
1606,8843,7.0,ETH
1607,9809,12.5427,ETH
1608,1304,0.02,ETH
1609,8471,1.65,ETH
1610,5374,0.8,ETH
1611,9739,1.15,ETH
1612,4731,13.35,ETH
1613,3409,14.65,ETH
1614,9139,0.87,ETH
1615,5145,0.445,ETH
1616,8069,2.0,ETH
1617,4663,0.005,ETH
1618,6346,16.9035,WETH
1619,8051,0.1899,ETH
1620,3573,7.0,ETH
1621,7628,0.2799,ETH
1622,7461,9.49,ETH
1623,7483,0.18,ETH
1624,9280,0.15,ETH
1625,7385,1.05,ETH
1626,6589,8.0,ETH
1627,1863,0.179,ETH
1628,8807,4.2,ETH
1629,886,20.0,ETH
1630,3623,4.201,ETH
1631,5735,0.135,ETH
1632,5708,0.02,ETH
1633,8968,13.0,ETH
1634,3651,0.22,ETH
1635,3130,13.95,ETH
1636,600,17.0,ETH
1637,9448,2.0,ETH
1638,3018,1.72,ETH
1639,691,0.06,ETH
1640,3378,3.0,ETH
1641,8321,0.1,ETH
1642,6025,0.1,ETH
1643,5076,0.12,ETH
1644,2586,7.2,ETH
1645,4821,8.0,WETH
1646,5202,3.0,ETH
1647,128,0.0375,ETH
1648,9877,9.69,ETH
1649,8927,1.249,ETH
1650,7938,8.0,WETH
1651,133,2.55,WETH
1652,4067,0.095,ETH
1653,8664,0.02,ETH
1654,6545,0.97,ETH
1655,4056,15.5,ETH
1656,8792,8.5,ETH
1657,9672,7.99,ETH
1658,9221,12.54,WETH
1659,2615,7.5,ETH
1660,5717,0.15,ETH
1661,9181,0.69,ETH
1662,2755,6.969,ETH
1663,6180,5.98,ETH
1664,1672,9.5,ETH
1665,6092,2.0,ETH
1666,1050,19.99,ETH
1667,5218,1.05,ETH
1668,415,5.4,ETH
1669,8242,5.0,ETH
1670,7143,1.1,ETH
1671,2737,0.09,ETH
1672,3972,1.777,ETH
1673,8120,14.75,WETH
1674,5345,18.6225,WETH
1675,2524,11.99,ETH
1676,2847,8.149,ETH
1677,1444,7.6,WETH
1678,3187,0.1,ETH
1679,6466,1.7,ETH
1680,5072,8.5,ETH
1681,5537,0.2,ETH
1682,1322,12.0,ETH
1683,2148,11.5,ETH
1684,2969,1.699,ETH
1685,9136,7.9,ETH
1686,8925,11.5,ETH
1687,9670,10.65,ETH
1688,3190,0.09,ETH
1689,5142,1.0,ETH
1690,9138,9.0725,WETH
1691,4028,10.0,WETH
1692,5953,1.23,ETH
1693,717,17.5,ETH
1694,1514,7.0,ETH
1695,5241,1.7,WETH
1696,8912,8.99,ETH
1697,5996,2.4999,ETH
1698,6849,2.0,ETH
1699,2904,14.9,ETH
1700,509,22.0,ETH
1701,5784,3.75,ETH
1702,2086,1.395,ETH
1703,7056,0.24,ETH
1704,9468,0.69,ETH
1705,1538,13.5,ETH
1706,1886,6.75,ETH
1707,7417,1.85,ETH
1708,8303,1.0,ETH
1709,7138,10.69,ETH
1710,9536,20.0,ETH
1711,4811,0.99,ETH
1712,504,11.8,WETH
1713,4714,9.99,ETH
1714,8773,12.85,ETH
1715,5927,15.0,ETH
1716,4454,8.25,WETH
1717,6461,8.0,ETH
1718,6657,9.499,ETH
1719,3354,0.2,ETH
1720,7820,0.849,ETH
1721,1409,0.5,ETH
1722,6974,4.0,ETH
1723,6066,6.9,ETH
1724,4850,9.8,ETH
1725,2839,0.02,ETH
1726,7688,17.969,ETH
1727,2360,10.5,ETH
1728,2438,8.2,ETH
1729,3956,13.5,ETH
1730,1463,0.59,ETH
1731,5907,2.99,ETH
1732,8680,10.99,ETH
1733,9272,11.0,ETH
1734,8868,11.97,ETH
1735,9491,8.3,WETH
1736,4403,1.85,ETH
1737,3734,9.899,ETH
1738,9419,7.8,ETH
1739,3461,3.49,ETH
1740,1875,1.85,ETH
1741,1548,1.5,ETH
1742,2221,2.33,ETH
1743,9667,7.99,ETH
1744,2376,12.0,ETH
1745,8123,8.0,ETH
1746,3988,7.4,ETH
1747,9613,9.99,ETH
1748,7397,8.19,ETH
1749,3377,9.88,ETH
1750,3605,0.8,ETH
1751,290,1.2,ETH
1752,6399,0.3,ETH
1753,6102,0.059,ETH
1754,2189,9.0,ETH
1755,3008,0.03,ETH
1756,1111,0.1111,ETH
1757,8525,1.09,ETH
1758,9382,9.0,ETH
1759,460,13.66,ETH
1760,5878,15.0,ETH
1761,4379,13.5,ETH
1762,8205,0.225,ETH
1763,781,0.49,ETH
1764,4275,1.2,WETH
1765,5983,15.0,ETH
1766,6012,12.0,ETH
1767,855,1.4,ETH
1768,8898,8.0,ETH
1769,5652,0.85,WETH
1770,2647,8.0,ETH
1771,1830,1.869,ETH
1772,2528,19.95,ETH
1773,6052,0.09,ETH
1774,294,1.6,ETH
1775,3274,8.75,ETH
1776,6924,14.5,ETH
1777,5477,0.1,ETH
1778,8027,10.1,ETH
1779,8721,16.88,ETH
1780,4526,0.2,WETH
1781,1993,0.15,ETH
1782,5549,10.99,ETH
1783,281,16.5,ETH
1784,8137,8.5,ETH
1785,8532,14.5,ETH
1786,493,6.5,WETH
1787,3933,0.12,ETH
1788,5155,0.9,ETH
1789,3198,0.02,ETH
1790,7298,9.0,ETH
1791,5869,18.5,ETH
1792,631,12.0,ETH
1793,4551,3.0,ETH
1794,693,12.27,ETH
1795,214,0.95,ETH
1796,8702,3.19,ETH
1797,1063,9.99,ETH
1798,9291,6.0,ETH
1799,3867,6.5,ETH
1800,4230,16.99,ETH
1801,9376,0.29,ETH
1802,3730,9.9999,ETH
1803,689,1.95,ETH
1804,4296,2.11,WETH
1805,4451,17.0,ETH
1806,8530,1.5,ETH
1807,6766,1.79,ETH
1808,6068,10.0,WETH
1809,7567,8.75,ETH
1810,9596,13.7,ETH
1811,3837,5.5,ETH
1812,9525,3.8,WETH
1813,6026,17.2,ETH
1814,3923,0.87,ETH
1815,3118,9.2,ETH
1816,7999,0.93,ETH
1817,794,0.25,ETH
1818,3365,2.0,ETH
1819,1085,1.25,ETH
1820,8475,12.0,ETH
1821,7876,1.4,ETH
1822,1405,1.08,ETH
1823,2423,11.69,ETH
1824,7418,8.75,ETH
1825,7374,7.99,ETH
1826,7246,10.3,ETH
1827,4733,7.35,ETH
1828,5237,0.139,ETH
1829,3219,0.69,ETH
1830,731,3.8,ETH
1831,1442,0.02,ETH
1832,1557,15.0,ETH
1833,8713,1.1,ETH
1834,8370,8.69,ETH
1835,3091,14.3154,WETH
1836,7682,0.57,WETH
1837,2744,15.7575,WETH
1838,8924,8.6,ETH
1839,5404,15.0,ETH
1840,9057,0.3,ETH
1841,9864,8.2,ETH
1842,4038,14.0,ETH
1843,9909,6.99,ETH
1844,7784,0.08,WETH
1845,5606,14.888,ETH
1846,1776,11.0,ETH
1847,3947,5.7,WETH
1848,5446,1.749,ETH
1849,3233,16.5,ETH
1850,4125,1.05,ETH
1851,4640,9.975,WETH
1852,3057,15.0,ETH
1853,2602,4.0,ETH
1854,7746,1.0,ETH
1855,796,9.3,ETH
1856,3691,8.88,ETH
1857,1870,5.8999,ETH
1858,7398,2.2,ETH
1859,7101,0.0599,ETH
1860,1655,1.45,ETH
1861,7085,0.075,ETH
1862,8926,2.5,ETH
1863,9317,0.8855,ETH
1864,7016,0.42,ETH
1865,692,0.001,ETH
1866,563,8.49,ETH
1867,5203,0.8,WETH
1868,8057,17.5,ETH
1869,8389,0.12,WETH
1870,8045,1.0,ETH
1871,8572,2.5,ETH
1872,4370,2.49,ETH
1873,1536,2.3,ETH
1874,8959,13.8,ETH
1875,3464,0.1111,ETH
1876,3263,3.3,ETH
1877,8387,2.2,ETH
1878,5632,15.0,ETH
1879,9078,0.099,ETH
1880,1177,15.4,ETH
1881,3798,0.05,ETH
1882,2850,15.2,ETH
1883,5512,0.02,ETH
1884,7444,1.5599,ETH
1885,8503,0.77,ETH
1886,9298,14.0,ETH
1887,8934,8.9,ETH
1888,5791,0.055,ETH
1889,5326,7.9,ETH
1890,544,1.066,WETH
1891,9855,0.35,ETH
1892,3556,14.75,ETH
1893,3313,2.15,ETH
1894,4509,0.8997,ETH
1895,4293,12.5,ETH
1896,4484,7.77,ETH
1897,3139,1.5,ETH
1898,165,1.2,WETH
1899,4843,10.0,ETH
1900,5737,0.02,ETH
1901,436,4.0,WETH
1902,6197,8.5,WETH
1903,4152,2.0,ETH
1904,4922,0.99,ETH
1905,6428,0.059,ETH
1906,2078,0.05,ETH
1907,4004,5.9,ETH
1908,2028,13.0,ETH
1909,9334,1.25,ETH
1910,5617,0.25,ETH
1911,6664,1.1,ETH
1912,3290,12.0,ETH
1913,5654,1.5,ETH
1914,2520,10.0,ETH
1915,4657,11.85,ETH
1916,326,1.99,ETH
1917,521,10.45,ETH
1918,6120,14.888,ETH
1919,9318,0.075,ETH
1920,322,0.52,ETH
1921,6332,1.6,ETH
1922,7687,12.0,ETH
1923,5848,8.4,ETH
1924,2592,0.1,ETH
1925,7268,0.06,ETH
1926,4876,4.0,ETH
1927,1143,16.0,ETH
1928,8762,0.69,ETH
1929,1338,1.1,ETH
1930,4517,12.0,WETH
1931,1349,13.0,ETH
1932,2362,10.0,ETH
1933,1197,9.1225,ETH
1934,6340,0.075,ETH
1935,5070,10.5,ETH
1936,6019,5.0,ETH
1937,8595,0.105,ETH
1938,5732,1.9,ETH
1939,838,0.66,ETH
1940,3024,0.15,ETH
1941,2160,0.1,ETH
1942,4809,1.5,WETH
1943,3078,12.5,ETH
1944,7015,8.6,ETH
1945,6005,15.0,ETH
1946,5217,7.7,ETH
1947,617,0.15,ETH
1948,3904,30.0,ETH
1949,7098,6.85,ETH
1950,6017,9.69,ETH
1951,8327,0.0999,ETH
1952,2868,1.6,ETH
1953,6725,0.82,WETH
1954,7821,1.8,ETH
1955,2695,18.0,ETH
1956,6129,0.02,ETH
1957,6136,12.68,ETH
1958,7569,12.0,ETH
1959,7694,0.49,ETH
1960,9132,0.055,ETH
1961,9254,0.29,ETH
1962,7221,0.0269,ETH
1963,6881,12.5,ETH
1964,5551,5.0,ETH
1965,1932,15.0,ETH
1966,7195,0.085,ETH
1967,3396,7.49,ETH
1968,1032,0.25,ETH
1969,8759,13.0,ETH
1970,70,0.025,ETH
1971,5456,8.99,ETH
1972,5913,10.0,ETH
1973,9900,13.337,ETH
1974,9920,5.7873,WETH
1975,4824,10.7,ETH
1976,760,0.02,ETH
1977,1341,3.69,ETH
1978,5458,12.0,ETH
1979,2810,4.5,ETH
1980,264,8.0,WETH
1981,5372,3.69,ETH
1982,3703,9.005,ETH
1983,7227,10.5,ETH
1984,5978,3.333,ETH
1985,2924,0.0999,ETH
1986,906,8.69,ETH
1987,3184,1.33,ETH
1988,8058,0.275,ETH
1989,2607,0.02,ETH
1990,2609,8.1,ETH
1991,8467,9.5,ETH
1992,8574,11.0,ETH
1993,3192,15.0,ETH
1994,1542,9.0,ETH
1995,4935,10.1,ETH
1996,9873,7.7,ETH
1997,8026,12.0,ETH
1998,8185,9.005,ETH
1999,6760,0.73,ETH
2000,6391,5.0,ETH
2001,9763,1.79,ETH
2002,9387,11.69,ETH
2003,3990,1.88,ETH
2004,5240,18.0,ETH
2005,2214,0.08,ETH
2006,2156,0.75,ETH
2007,7081,0.12,ETH
2008,3025,1.2,ETH
2009,6252,10.0,WETH
2010,7870,0.065,ETH
2011,6315,6.69,ETH
2012,540,1.75,ETH
2013,423,10.5,ETH
2014,7891,6.8,WETH
2015,3196,15.5,ETH
2016,7755,6.0,ETH
2017,9077,8.2,ETH
2018,2942,0.075,ETH
2019,8122,8.0,ETH
2020,5749,8.9,ETH
2021,7598,8.0,ETH
2022,7479,0.7,WETH
2023,7038,1.675,ETH
2024,3591,0.7,ETH
2025,2473,2.0,ETH
2026,8557,17.99,ETH
2027,5332,0.9,ETH
2028,7506,7.8,ETH
2029,9589,11.4552,WETH
2030,8634,1.4,ETH
2031,8388,1.75,WETH
2032,9270,1.75,ETH
2033,6302,0.75,ETH
2034,1180,1.5,ETH
2035,5592,8.4,ETH
2036,6027,0.15,ETH
2037,2123,14.99,ETH
2038,8674,1.4,ETH
2039,6769,0.005,ETH
2040,2739,9.0,ETH
2041,611,2.25,ETH
2042,9729,0.04,ETH
2043,2717,1.5,ETH
2044,2619,1.6,ETH
2045,5453,1.79,ETH
2046,9142,8.5,ETH
2047,6462,1.6,ETH
2048,5513,17.5,ETH
2049,9007,9.3,ETH
2050,1344,0.2244,ETH
2051,1958,16.0,ETH
2052,8948,2.1,ETH
2053,3347,9.99,ETH
2054,4524,17.497,ETH
2055,3204,4.2,ETH
2056,8829,16.1374,ETH
2057,4231,25.0,ETH
2058,3692,16.8,ETH
2059,5639,1.3,ETH
2060,9755,11.0,ETH
2061,9888,8.0,ETH
2062,3019,0.07,ETH
2063,896,0.15,ETH
2064,3617,17.5,ETH
2065,5971,16.0,ETH
2066,754,0.02,ETH
2067,9694,0.33,ETH
2068,9669,2.4,ETH
2069,5185,12.99,ETH
2070,3316,8.85,WETH
2071,2392,7.5,ETH
