,number,price,currency
2072,5315,0.038,ETH
2073,3039,14.0,WETH
2074,7487,2.2,ETH
2075,3167,9.69,ETH
2076,8631,0.2,ETH
2077,5436,8.595,WETH
2078,5563,9.99,ETH
2079,5948,0.7,ETH
2080,4992,8.2,ETH
2081,4035,3.69,ETH
2082,7440,0.02,ETH
2083,1113,2.0,ETH
2084,3846,10.2,WETH
2085,7024,0.88,ETH
2086,3004,14.0,ETH
2087,8352,3.4,ETH
2088,5985,16.5,ETH
2089,2017,0.035,ETH
2090,5738,7.9,ETH
2091,8964,16.0,ETH
2092,6727,9.0,WETH
2093,4015,13.5,ETH
2094,7632,11.0,ETH
2095,2581,13.0,ETH
2096,5463,0.06,ETH
2097,5607,9.0429,WETH
2098,3942,1.0,WETH
2099,6468,1.49,ETH
2100,8048,11.5,ETH
2101,2343,0.1,ETH
2102,2192,7.0,ETH
2103,2851,0.0119,ETH
2104,852,0.099,ETH
2105,1465,0.125,ETH
2106,6745,8.9,ETH
2107,6511,0.0973,WETH
2108,3121,0.065,ETH
2109,5437,8.595,WETH
2110,529,3.95,ETH
2111,8385,4.2069,ETH
2112,8241,2.5,ETH
2113,6394,7.2,ETH
2114,4644,14.0,ETH
2115,518,1.55,ETH
2116,9152,5.9,ETH
2117,1174,3.0,ETH
2118,3910,0.99,ETH
2119,6526,6.89,ETH
2120,878,8.0,ETH
2121,321,7.0074,WETH
2122,5688,0.142,ETH
2123,9003,0.2,ETH
2124,2164,10.4,ETH
2125,7801,2.38,ETH
2126,3484,0.666,ETH
2127,5144,16.5,WETH
2128,2681,7.49,ETH
2129,1879,9.35,ETH
2130,9043,1.69,ETH
2131,6735,7.55,ETH
2132,3469,7.75,ETH
2133,3628,0.624,ETH
2134,8401,2.0,ETH
2135,8660,0.2,ETH
2136,1783,14.88,ETH
2137,1270,0.242,ETH
2138,5188,10.0,WETH
2139,9677,9.0,WETH
2140,1898,0.05,ETH
2141,1616,7.77,ETH
2142,3511,11.75,ETH
2143,8711,9.44,ETH
2144,473,17.0,WETH
2145,880,1.1,ETH
2146,7475,1.85,ETH
2147,6345,1.15,ETH
2148,3441,3.75,ETH
2149,8743,0.989,ETH
2150,1241,2.3,ETH
2151,503,15.9963,WETH
2152,9167,0.036,ETH
2153,2375,0.2,ETH
2154,9612,5.5,ETH
2155,4646,9.7,ETH
2156,6167,0.12,ETH
2157,5424,0.23,WETH
2158,6754,15.99,ETH
2159,8183,7.5,ETH
2160,2828,11.9375,WETH
2161,9581,6.99,ETH
2162,9169,1.79,ETH
2163,6281,2.88,ETH
2164,6279,1.2,ETH
2165,6023,12.8,ETH
2166,1374,12.75,ETH
2167,8194,0.0899,ETH
2168,6425,1.5,WETH
2169,3086,2.0,ETH
2170,3994,1.0,ETH
2171,1093,10.69,ETH
2172,6155,1.5,ETH
2173,8347,0.13,ETH
2174,7356,1.8,ETH
2175,4923,1.98,ETH
2176,5041,7.89,ETH
2177,6232,7.5,ETH
2178,9644,0.79,ETH
2179,2934,2.0,ETH
2180,1203,0.5,WETH
2181,467,8.5,ETH
2182,7400,0.085,ETH
2183,9543,6.9,ETH
2184,2162,1.2,ETH
2185,727,9.0,ETH
2186,9846,0.12,ETH
2187,1499,7.0,ETH
2188,6877,0.4,ETH
2189,458,1.095,ETH
2190,8728,7.0,ETH
2191,7978,0.0389,ETH
2192,9252,2.9,ETH
2193,3977,7.35,ETH
2194,1023,7.44,ETH
2195,7586,1.8,ETH
2196,28,1.85,ETH
2197,283,0.06,ETH
2198,3376,3.9,ETH
2199,4408,7.3,WETH
2200,7960,15.69,ETH
2201,2557,0.1,ETH
2202,4122,5.5,ETH
2203,1981,8.99,ETH
2204,4963,0.02,ETH
2205,8235,0.0499,ETH
2206,8677,12.0,WETH
2207,1045,0.33,ETH
2208,9024,7.3,WETH
2209,3877,2.99,ETH
2210,365,0.065,ETH
2211,7657,1.189,ETH
2212,3583,1.0,ETH
2213,2411,1.0,ETH
2214,6011,10.426,ETH
2215,8914,7.99,ETH
2216,7316,9.0,ETH
2217,6566,6.89,ETH
2218,7283,1.54,ETH
2219,9389,5.5,ETH
2220,7495,1.7,ETH
2221,5387,11.0,ETH
2222,2572,11.5,ETH
2223,3285,7.77,ETH
2224,6772,1.2187,ETH
2225,1357,11.987,ETH
2226,159,10.0,ETH
2227,7275,23.0,ETH
2228,5486,7.7,WETH
2229,3214,7.0,ETH
2230,8453,4.2,ETH
2231,3228,14.95,ETH
2232,2587,1.14,ETH
2233,9168,0.14,ETH
2234,7144,8.0,ETH
2235,2716,7.0,ETH
2236,1654,7.99,ETH
2237,2910,3.815,WETH
2238,9594,8.5,ETH
2239,7255,7.4,ETH
2240,1363,0.02,ETH
2241,1414,0.2,ETH
2242,881,0.02,ETH
2243,2821,15.5,ETH
2244,2186,8.75,ETH
2245,8566,10.0,ETH
2246,4050,16.0,ETH
2247,9160,2.5,ETH
2248,5312,0.02,ETH
2249,2940,4.7,ETH
2250,6627,3.5,ETH
2251,550,0.05,ETH
2252,6178,0.11,ETH
2253,3202,7.5,ETH
2254,2977,12.0,ETH
2255,3168,1.5,ETH
2256,7692,1.5,WETH
2257,2682,9.0,ETH
2258,3253,10.0,ETH
2259,6402,2.7,ETH
2260,2176,5.5,ETH
2261,2063,7.0,ETH
2262,1362,9.69,ETH
2263,9638,8.8,ETH
2264,885,13.5,ETH
2265,934,15.0,ETH
2266,8478,6.6,WETH
2267,5473,0.2,ETH
2268,5325,1.23,ETH
2269,1900,0.1,ETH
2270,4815,14.0,ETH
2271,9489,8.6,ETH
2272,7816,0.0275,ETH
2273,2825,6.95,ETH
2274,9130,0.04,ETH
2275,1703,0.0563,ETH
2276,5353,16.69,ETH
2277,132,6.6942,ETH
2278,5147,16.5,ETH
2279,7831,9.988,ETH
2280,918,0.09,ETH
2281,7998,0.065,ETH
2282,9895,11.25,ETH
2283,7244,8.0,ETH
2284,9721,10.0,ETH
2285,3885,0.6999,ETH
2286,2492,6.9,ETH
2287,2007,0.75,ETH
2288,6010,13.33,ETH
2289,1446,0.0899,ETH
2290,1706,3.75,ETH
2291,7123,10.0,ETH
2292,2908,9.0,ETH
2293,5019,3.49,ETH
2294,9905,10.0,ETH
2295,9863,0.04,ETH
2296,7707,9.069,ETH
2297,5715,9.5,ETH
2298,1435,24.2,ETH
2299,3129,6.75,ETH
2300,9749,7.8,ETH
2301,9555,0.39,ETH
2302,560,13.99,ETH
2303,2305,1.5,ETH
2304,8737,1.65,ETH
2305,555,2.0,ETH
2306,6650,0.0278,ETH
2307,4813,0.005,ETH
2308,830,15.99,ETH
2309,150,8.68,ETH
2310,3152,0.04,ETH
2311,9705,5.0,ETH
2312,8639,5.0,ETH
2313,4641,1.75,ETH
2314,5852,9.0725,WETH
2315,8420,0.069,ETH
2316,9608,1.3,WETH
2317,7863,0.1299,ETH
2318,4160,0.05,ETH
2319,9303,7.5,ETH
2320,5623,0.02,ETH
2321,1632,7.59,ETH
2322,274,0.3,WETH
2323,6263,0.05,ETH
2324,2757,0.789,ETH
2325,1895,0.05,ETH
2326,7993,10.0,ETH
2327,7837,7.5,ETH
2328,7911,7.4,ETH
2329,4330,0.29,ETH
2330,3780,10.75,ETH
2331,3108,1.5,ETH
2332,9081,1.68,ETH
2333,6047,14.2,ETH
2334,976,0.02,ETH
2335,8668,1.85,ETH
2336,1020,1.75,ETH
2337,6561,0.4,ETH
2338,3016,7.77,ETH
2339,5193,4.99,ETH
2340,1133,8.5,ETH
2341,4242,10.0,ETH
2342,4047,4.66,ETH
2343,2404,0.05,ETH
2344,8738,0.779,ETH
2345,3912,0.09,WETH
2346,7491,0.0389,ETH
2347,7848,9.5,ETH
2348,2467,1.89,ETH
2349,7792,0.005,ETH
2350,776,0.005,ETH
2351,8393,0.95,ETH
2352,7686,1.1,ETH
2353,3262,0.08,ETH
2354,3132,0.034,ETH
2355,4504,0.89,ETH
2356,9820,2.0,ETH
2357,5137,2.0,ETH
2358,4989,7.0,WETH
2359,7232,6.25,ETH
2360,9274,16.235,WETH
2361,5559,0.005,ETH
2362,8723,8.5,WETH
2363,9401,10.99,ETH
2364,9599,9.8888,ETH
2365,6851,0.09,ETH
2366,6456,8.5,WETH
2367,3737,1.6,ETH
2368,9630,1.2,ETH
2369,5897,0.99,ETH
2370,9563,5.5,ETH
2371,5421,12.0,ETH
2372,1107,4.2,ETH
2373,9391,1.275,ETH
2374,9606,0.15,ETH
2375,332,1.05,ETH
2376,8747,17.0,WETH
2377,3283,8.75,ETH
2378,2225,10.5,ETH
2379,9424,1.69,ETH
2380,6313,12.3,ETH
2381,925,10.0,ETH
2382,430,9.11,ETH
2383,5763,6.0,ETH
2384,4027,0.005,ETH
2385,229,12.0,ETH
2386,1278,9.45,ETH
2387,9233,0.14,ETH
2388,5709,1.19,ETH
2389,3131,0.095,ETH
2390,8584,12.99,ETH
2391,8109,3.5,WETH
2392,2302,10.99,ETH
2393,9918,1.49,ETH
2394,4306,0.99,ETH
2395,7814,0.0234,ETH
2396,4652,16.0,ETH
2397,6014,0.6,ETH
2398,2053,1.25,ETH
2399,1440,1.5,ETH
2400,7676,10.8,ETH
2401,9333,2.0,ETH
2402,6113,7.8,ETH
2403,2519,12.0,ETH
2404,753,0.06,ETH
2405,1485,10.49,ETH
2406,7091,10.0,ETH
2407,5814,1.3,ETH
2408,5997,0.57,ETH
2409,230,9.0,ETH
2410,8524,0.575,ETH
2411,4485,15.5,ETH
2412,87,1.5,ETH
2413,2200,0.024,ETH
2414,682,0.25,ETH
2415,3598,0.9,ETH
2416,4763,9.78,WETH
2417,1207,1.2,ETH
2418,5946,1.03,ETH
2419,7174,15.0,ETH
2420,8461,10.5,ETH
2421,8145,0.24,ETH
2422,1251,11.69,ETH
2423,9772,0.1,ETH
2424,7199,0.5,WETH
2425,5081,8.25,ETH
2426,7083,0.79,ETH
2427,4782,9.95,ETH
2428,1159,1.55,ETH
2429,6964,1.5,ETH
2430,2380,9.99,ETH
2431,9493,0.9,ETH
2432,3585,1.0,ETH
2433,9559,4.7,ETH
2434,3029,6.5,ETH
2435,8343,0.0421,ETH
2436,7047,1.99,ETH
2437,7624,14.99,ETH
2438,3053,3.1,ETH
2439,5246,8.5,ETH
2440,8814,0.02,ETH
2441,9094,0.03,ETH
2442,8552,5.0,ETH
2443,2583,30.0,ETH
2444,8056,0.02,ETH
2445,2296,0.02,ETH
2446,3548,1.2,ETH
2447,5719,9.5,ETH
2448,4420,2.0,ETH
2449,9637,13.0,ETH
2450,4620,1.19,ETH
2451,5102,6.39,ETH
2452,8550,9.55,WETH
2453,7709,0.9,ETH
2454,9783,1.888,ETH
2455,3094,9.49,ETH
2456,451,10.0,ETH
2457,9866,18.5,ETH
2458,1136,16.6,WETH
2459,4719,0.15,ETH
2460,6227,0.09,ETH
2461,9155,18.0,ETH
2462,2638,6.0,WETH
2463,2899,12.888,ETH
2464,1086,1.2,ETH
2465,7485,3.5,ETH
2466,5410,10.0,ETH
2467,2503,7.8,WETH
2468,1456,8.99,ETH
2469,5192,0.05,ETH
2470,9002,0.027,ETH
2471,3135,2.5,ETH
2472,1741,1.06,ETH
2473,8004,0.018,ETH
2474,6714,13.2649,WETH
2475,352,14.325,WETH
2476,7683,0.5999,ETH
2477,2418,0.8,ETH
2478,9095,0.1299,ETH
2479,4632,7.95,ETH
2480,6229,1.49,ETH
2481,7087,0.15,ETH
2482,1216,8.4,ETH
2483,9451,0.74,ETH
2484,9551,1.95,ETH
2485,1527,0.02,ETH
2486,2835,9.2,ETH
2487,1140,0.65,ETH
2488,9621,0.06,ETH
2489,3550,0.8,ETH
2490,5419,1.98,ETH
2491,7188,0.24,ETH
2492,1274,0.75,ETH
2493,445,1.3,ETH
2494,9928,15.001,ETH
2495,1105,5.9,ETH
2496,2432,0.65,ETH
2497,7677,14.9,ETH
2498,4380,12.95,ETH
2499,6831,0.701,ETH
2500,8866,9.0,ETH
2501,4872,8.5,ETH
2502,5006,13.0,ETH
2503,8227,0.6,ETH
2504,3265,0.058,ETH
2505,7420,0.041,ETH
2506,1639,7.2,ETH
2507,8774,2.0,ETH
2508,4467,3.7817,ETH
2509,5452,0.05,ETH
2510,6324,1.475,ETH
2511,3000,9.08,ETH
2512,8375,0.5,ETH
2513,3834,1.69,ETH
2514,7215,2.5,ETH
2515,9577,2.0,ETH
2516,6301,6.3667,WETH
2517,418,7.6,ETH
2518,4045,12.415,WETH
2519,6028,1.0,ETH
2520,5483,0.02,ETH
2521,9503,1.0,ETH
2522,5960,9.5,ETH
2523,5980,7.2,ETH
2524,647,14.0,ETH
2525,5048,1.0,WETH
2526,2699,8.85,ETH
2527,7110,6.0,ETH
2528,1060,0.02,ETH
2529,9618,6.9,ETH
2530,8877,7.7,ETH
2531,3062,0.72,ETH
2532,7577,7.25,ETH
2533,9293,7.99,ETH
2534,6020,8.99,ETH
2535,3315,1.0,ETH
2536,8029,3.54,ETH
2537,8062,17.0,WETH
2538,2013,1.1,ETH
2539,6857,16.0,ETH
2540,1250,6.5,ETH
2541,507,1.3,ETH
2542,1055,1.15,ETH
2543,5712,1.8,WETH
2544,8644,7.8,ETH
2545,8522,0.0192,ETH
2546,1676,6.6667,ETH
2547,6044,0.03,ETH
2548,7949,4.5,ETH
2549,9482,7.0,ETH
2550,9663,6.7,ETH
2551,6757,1.75,ETH
2552,599,8.8,ETH
2553,9413,0.4,ETH
2554,9341,1.75,ETH
2555,9438,0.85,ETH
2556,907,7.99,ETH
2557,3739,6.69,ETH
2558,6214,9.69,ETH
2559,8005,0.0275,ETH
2560,2939,1.0,ETH
2561,2034,9.97,ETH
2562,8515,9.2,ETH
2563,9550,0.4,ETH
2564,6103,0.069,ETH
2565,8971,12.0,ETH
2566,7266,0.02,ETH
2567,5938,2.0,ETH
2568,3578,1.88,ETH
2569,2978,1.88,ETH
2570,6161,1.05,WETH
2571,3793,0.79,ETH
2572,6823,7.5,ETH
2573,6237,4.88,ETH
2574,5587,1.45,ETH
2575,5467,0.02,ETH
2576,8232,13.8,ETH
2577,9199,1.15,WETH
2578,7691,9.99,ETH
2579,4612,8.38,ETH
2580,7875,1.1,ETH
2581,9725,0.78,ETH
2582,6199,0.02,ETH
2583,7819,2.5,ETH
2584,3194,0.05,ETH
2585,9813,0.0329,ETH
2586,6945,8.5,ETH
2587,9733,0.06,ETH
2588,3320,4.0,ETH
2589,561,0.7251,ETH
2590,2891,9.99,ETH
2591,4026,0.03,ETH
2592,7092,2.0,ETH
2593,9858,0.8,ETH
2594,1425,1.29,ETH
2595,4292,0.005,ETH
2596,1096,6.999,ETH
2597,2396,9.0,WETH
2598,2196,8.4,ETH
2599,4112,14.69,ETH
2600,8844,9.5,WETH
2601,76,0.85,ETH
2602,8016,3.0,ETH
2603,9300,14.4,ETH
2604,7480,14.99,ETH
2605,4929,12.3,ETH
2606,5511,6.5,ETH
2607,4470,0.96,ETH
2608,740,0.05,ETH
2609,5919,0.024,ETH
2610,7991,16.0,ETH
2611,8519,7.5,ETH
2612,155,10.0,ETH
2613,6724,6.4,ETH
2614,6801,8.2,WETH
2615,9816,0.155,ETH
2616,4511,0.46,WETH
2617,8400,0.395,ETH
2618,793,8.4995,WETH
2619,6608,6.49,ETH
2620,3173,0.47,ETH
2621,2985,0.25,ETH
2622,1481,0.69,ETH
2623,6503,0.99,ETH
2624,6707,0.0298,ETH
2625,3523,11.99,ETH
2626,1318,8.0,ETH
2627,9162,0.825,ETH
2628,8888,1.99,ETH
2629,6665,10.5,ETH
2630,4964,13.5,ETH
2631,7695,0.88,ETH
2632,9875,14.5,ETH
2633,3230,2.061,ETH
2634,131,0.05,ETH
2635,340,1.33,ETH
2636,4318,4.59,ETH
2637,2208,0.005,ETH
2638,1953,0.9,ETH
2639,6998,6.505,ETH
2640,7864,0.032,ETH
2641,9622,8.42,ETH
2642,9907,10.0,ETH
2643,4892,11.0302,WETH
2644,8709,0.5,ETH
2645,2370,8.69,ETH
2646,2593,7.44,ETH
2647,2582,8.97,ETH
2648,2445,0.525,ETH
2649,7207,8.99,ETH
2650,9460,1.75,ETH
2651,2820,1.85,ETH
2652,8905,16.0,ETH
2653,696,16.0,ETH
2654,9377,8.0,WETH
2655,329,1.89,ETH
2656,8662,0.79,ETH
2657,6671,0.85,ETH
2658,1695,2.65,ETH
2659,7725,7.9,ETH
2660,4140,11.99,ETH
2661,3314,0.82,ETH
2662,1042,1.2,ETH
2663,5991,0.109,ETH
2664,3543,0.083,ETH
2665,8135,6.9,WETH
2666,3884,8.9,ETH
2667,1845,2.0504,ETH
2668,6811,10.0,ETH
2669,1772,5.5,ETH
2670,5675,1.0,ETH
2671,1460,7.32,ETH
2672,8916,6.75,ETH
2673,3166,1.2,ETH
2674,1453,8.99,ETH
2675,8452,0.9,ETH
2676,6045,1.84,ETH
2677,9711,0.02,ETH
2678,9535,6.3985,WETH
2679,6670,8.25,ETH
2680,8541,1.25,ETH
2681,6060,11.3333,ETH
2682,4106,6.369,ETH
2683,3164,0.6,WETH
2684,9133,9.3,ETH
2685,123,17.0,ETH
2686,6230,0.45,ETH
2687,8296,9.5,ETH
2688,8223,5.5,ETH
2689,9407,10.5,ETH
2690,2829,0.88,ETH
2691,9620,0.65,ETH
2692,9769,10.5,ETH
2693,7917,11.88,ETH
2694,2190,1.1,ETH
2695,8127,0.4,ETH
2696,6377,8.97,ETH
2697,2064,5.7,ETH
2698,8505,0.58,ETH
2699,2025,25.0,ETH
2700,7605,0.57,ETH
2701,7899,0.989,ETH
2702,4630,10.8,ETH
2703,4446,8.5,ETH
2704,9080,6.9,ETH
2705,9028,5.4,ETH
2706,344,15.5188,WETH
2707,1275,14.75,ETH
2708,6166,8.0,ETH
2709,4434,0.005,ETH
2710,8960,7.4,ETH
2711,245,8.0,ETH
2712,5787,13.0,ETH
2713,1126,2.99,ETH
2714,2639,9.99,ETH
2715,5000,1.5,ETH
2716,6101,15.0,ETH
2717,5804,6.2,ETH
2718,2494,0.025,ETH
2719,5547,8.88,ETH
2720,2591,15.0,ETH
2721,5132,11.0,ETH
2722,5052,14.89,ETH
2723,5103,0.02,ETH
2724,6143,1.5,ETH
2725,3833,12.85,ETH
2726,8325,6.66,ETH
2727,5388,0.15,ETH
2728,8986,8.88,ETH
2729,2003,0.131,ETH
2730,3323,4.0,ETH
2731,5407,1.2,ETH
2732,951,0.1,ETH
2733,751,0.005,ETH
2734,5057,1.8,ETH
2735,1457,9.0,ETH
2736,1316,2.2,ETH
2737,2266,8.8,ETH
2738,437,8.0,ETH
2739,7125,0.99,ETH
2740,1844,0.1089,ETH
2741,4103,1.89,ETH
2742,9097,0.65,ETH
2743,8507,1.0,ETH
2744,5828,1.15,ETH
2745,1966,8.68,ETH
2746,9690,14.65,ETH
2747,1280,0.06,ETH
2748,2865,8.0,ETH
2749,4357,0.02,ETH
2750,5765,0.15,ETH
2751,1784,0.03,ETH
2752,8581,8.786,WETH
2753,8672,1.6,ETH
2754,5649,0.02,ETH
2755,5082,5.44,ETH
2756,7230,10.2,WETH
2757,7469,8.4,WETH
2758,5232,3.0,ETH
2759,6341,15.1845,WETH
2760,1525,12.2,ETH
2761,1630,2.5,ETH
2762,3619,9.99,ETH
2763,8312,9.0,ETH
2764,3045,8.99,ETH
2765,1491,1.75,ETH
2766,9526,0.027,ETH
2767,1037,3.5,ETH
2768,6542,11.97,ETH
2769,5540,0.1,ETH
2770,1340,11.5,ETH
2771,6235,11.0,ETH
2772,7035,0.03,ETH
2773,8323,8.36,ETH
2774,1673,2.5,ETH
2775,1164,7.0,ETH
2776,7082,5.0,ETH
2777,3615,6.4,ETH
2778,2693,1.8,ETH
2779,486,9.35,WETH
2780,5475,7.5,ETH
2781,4161,5.8,ETH
2782,44,1.5,ETH
2783,8091,8.15,ETH
2784,7902,8.0,ETH
2785,5105,0.75,ETH
2786,358,8.0,ETH
2787,1259,11.98,ETH
2788,7214,0.03,ETH
2789,4550,9.0,ETH
2790,8659,0.02,ETH
2791,6858,0.06,ETH
2792,8753,1.6,WETH
2793,3429,9.0,ETH
2794,7342,0.1,ETH
2795,9688,10.0,ETH
2796,6947,0.65,ETH
2797,9352,8.0,ETH
2798,4211,0.005,ETH
2799,5583,9.3,ETH
2800,8014,0.02,ETH
2801,1370,1.65,ETH
2802,7797,0.09,ETH
2803,8542,0.02,ETH
2804,1419,0.84,ETH
2805,2920,13.5,ETH
2806,7940,0.89,ETH
2807,1778,7.8,ETH
2808,421,0.0222,ETH
2809,6763,3.69,ETH
2810,4966,11.35,ETH
2811,1332,14.88,ETH
2812,5530,5.5,ETH
2813,4029,0.025,ETH
2814,6516,5.2,ETH
2815,3305,13.5,ETH
2816,9292,1.6,ETH
2817,3428,0.04,ETH
2818,1531,5.69,ETH
2819,8782,8.25,ETH
2820,5774,0.1,ETH
2821,4654,0.65,ETH
2822,737,7.0,ETH
2823,6601,12.2,ETH
2824,3424,0.02,ETH
2825,3919,5.7,ETH
2826,2562,11.0,ETH
2827,3968,0.0235,ETH
2828,5945,12.0,WETH
2829,9207,7.94,ETH
2830,5571,7.0,ETH
2831,3245,10.49,ETH
2832,5381,13.5,ETH
2833,69,0.025,ETH
2834,6118,0.128,ETH
2835,1921,8.5,WETH
2836,2547,1.68,ETH
2837,9108,7.4204,WETH
2838,7252,1.19,ETH
2839,3768,6.49,ETH
2840,8908,0.12,ETH
2841,5205,14.0,ETH
2842,5253,12.2,ETH
2843,2456,9.49,ETH
2844,3507,9.0,ETH
2845,811,8.0,WETH
2846,6142,0.03,ETH
2847,9065,0.049,ETH
2848,5918,0.195,ETH
2849,3767,3.0,ETH
2850,8228,0.1,ETH
2851,5789,0.84,ETH
2852,2559,0.005,ETH
2853,8537,2.95,ETH
2854,8973,0.035,ETH
2855,2963,9.0,ETH
2856,7177,6.9999,ETH
2857,4073,0.02,ETH
2858,8173,0.89,ETH
2859,8224,2.19,ETH
2860,4416,9.8,ETH
2861,9799,6.9,ETH
2862,879,0.02,ETH
2863,5059,17.5,ETH
2864,1421,0.049,ETH
2865,3309,0.049,ETH
2866,4660,6.95,ETH
2867,1549,0.65,ETH
2868,9652,9.74,ETH
2869,97,6.8,ETH
2870,9910,14.49,ETH
2871,6678,8.0,ETH
2872,4738,0.248,ETH
2873,7289,7.9,ETH
2874,5495,6.8664,WETH
2875,3261,0.9,ETH
2876,4085,3.5,ETH
2877,138,0.06,ETH
2878,7921,9.19,ETH
2879,9807,5.0,ETH
2880,6338,0.2,ETH
2881,685,0.89,ETH
2882,9091,0.08,ETH
2883,2869,0.06,ETH
2884,4877,6.89,ETH
2885,8938,7.49,ETH
2886,7281,2.99,ETH
2887,8918,8.48,ETH
2888,5933,0.02,ETH
2889,269,6.26,ETH
2890,4499,11.0,ETH
2891,8411,9.0725,WETH
2892,3224,1.0,ETH
2893,8446,1.25,ETH
2894,1327,0.25,ETH
2895,5406,7.1625,WETH
2896,3089,6.6,WETH
2897,4810,12.0,ETH
2898,7434,0.88,ETH
2899,946,0.62,ETH
2900,3056,0.033,ETH
2901,8113,0.0374,ETH
2902,9666,16.0,ETH
2903,8654,12.85,ETH
2904,4310,0.0245,ETH
2905,7484,0.0389,ETH
2906,7382,4.0,ETH
2907,3620,9.99,ETH
2908,4506,0.77,ETH
2909,2814,10.22,ETH
2910,5686,0.03,ETH
2911,3074,9.2,ETH
2912,4405,1.4,ETH
2913,6987,1.29,ETH
2914,8896,1.0,WETH
2915,9134,12.5,ETH
2916,73,5.99,ETH
2917,7339,8.98,ETH
2918,152,0.905,ETH
2919,3531,0.2,ETH
2920,6320,12.0,ETH
2921,5208,0.69,ETH
2922,8734,8.98,ETH
2923,3799,1.78,ETH
2924,2483,0.0555,ETH
2925,2988,0.25,ETH
2926,2347,0.8,ETH
2927,748,1.42,ETH
2928,1417,1.6,ETH
2929,3077,0.85,ETH
2930,2718,7.5,ETH
2931,9853,0.02,ETH
2932,9027,7.95,ETH
2933,1342,0.3,ETH
2934,4806,6.0,ETH
2935,3675,10.01,ETH
2936,5604,8.0,ETH
2937,8567,6.942,ETH
2938,3468,9.0,ETH
2939,5499,1.39,ETH
2940,4999,6.99,ETH
2941,3888,11.0,ETH
2942,6879,5.0,ETH
2943,9248,10.6005,WETH
2944,9049,7.345,ETH
2945,7716,0.05,ETH
2946,6515,0.44,ETH
2947,3092,0.98,ETH
2948,1669,0.85,ETH
2949,7825,0.02,ETH
2950,1523,12.5,ETH
2951,49,0.9,ETH
2952,3297,7.49,ETH
2953,8473,7.3,ETH
2954,803,0.069,ETH
2955,6276,7.75,WETH
2956,2680,3.2,ETH
2957,2873,13.75,WETH
2958,3445,9.0,ETH
2959,3907,0.36,ETH
2960,2998,15.0,ETH
2961,8055,4.6,ETH
2962,99,1.7745,WETH
2963,5821,8.77,ETH
2964,3306,2.25,ETH
2965,4095,5.25,ETH
2966,4279,10.0,ETH
2967,7198,12.69,ETH
2968,5521,1.5,ETH
2969,2863,8.0,ETH
2970,7386,9.0,ETH
2971,2589,0.59,ETH
2972,8489,0.28,ETH
2973,5272,8.9111,ETH
2974,116,6.98,ETH
2975,7975,0.0765,ETH
2976,3199,9.0,ETH
2977,8883,10.9,ETH
2978,6200,8.3,ETH
2979,3859,14.5,ETH
2980,9727,3.8,ETH
2981,1228,0.689,ETH
2982,3528,0.02,ETH
2983,6682,0.75,ETH
2984,7336,8.4,ETH
2985,5640,10.49,ETH
2986,828,16.85,ETH
2987,3340,2.9,ETH
2988,2803,8.595,WETH
2989,110,6.7,ETH
2990,8860,0.02,ETH
2991,172,7.1,ETH
2992,3348,6.5,ETH
2993,3759,6.5,ETH
2994,27,6.99,ETH
2995,9115,0.969,ETH
2996,2671,10.7,ETH
2997,3938,0.1,ETH
2998,5503,15.0,ETH
2999,5690,1.7836,ETH
3000,8930,5.7,ETH
3001,1117,9.5,ETH
3002,2090,0.08,ETH
3003,8571,2.49,ETH
3004,7785,14.99,ETH
3005,9680,13.99,ETH
3006,6204,10.5,ETH
3007,9092,15.42,ETH
3008,2960,14.0,ETH
3009,108,8.3,ETH
3010,822,1.96,ETH
3011,1997,1.0,ETH
3012,4597,6.25,ETH
3013,4625,18.0,ETH
3014,8783,0.609,ETH
3015,9390,0.07,ETH
3016,2881,9.0,WETH
3017,3203,5.0,ETH
3018,309,0.999,ETH
3019,312,0.06,ETH
3020,416,1.25,ETH
3021,9632,0.43,ETH
3022,5770,12.0,ETH
3023,8710,7.95,ETH
3024,2323,11.0,WETH
3025,3336,1.5,ETH
3026,8079,13.6,ETH
3027,1705,8.4,WETH
3028,4513,9.5,ETH
3029,4596,8.6969,ETH
3030,3286,1.0,ETH
3031,5552,6.9,ETH
3032,8272,9.9,ETH
3033,277,7.0,ETH
3034,510,15.5,ETH
3035,1312,0.69,ETH
3036,4566,0.8,WETH
3037,8706,0.98,ETH
3038,5733,10.0,ETH
3039,9058,8.59,ETH
3040,6551,3.38,ETH
3041,9560,7.5,ETH
3042,6148,3.495,ETH
3043,5355,0.1079,ETH
3044,5335,0.95,ETH
3045,1913,0.8,ETH
3046,1238,0.039,ETH
3047,9805,0.0328,ETH
3048,3586,12.3,WETH
3049,7667,1.1,WETH
3050,4240,0.675,ETH
3051,1697,10.0,ETH
3052,9175,1.4499,ETH
3053,5888,0.085,ETH
3054,8601,0.072,ETH
3055,9768,0.65,ETH
3056,4016,6.5,ETH
3057,5399,8.45,ETH
3058,1470,2.0,ETH
3059,6876,11.5,WETH
3060,2990,1.98,ETH
3061,1780,0.03,ETH
3062,8953,0.8,ETH
3063,2361,1.8,ETH
3064,2631,6.364,WETH
3065,772,9.5,ETH
3066,929,9.99,ETH
3067,7220,0.0269,ETH
3068,4634,1.38,ETH
3069,3788,16.08,ETH
3070,6337,6.75,ETH
3071,5766,6.75,ETH
3072,4518,8.369,ETH
