,cat_number,rank,face,face-score,shirt,shirt-score,body,tier,tier-score,hats,hats-score,total
906,907,3426,sunglasses blue,3.2,tanktop sailor blue,41.8,blue cat skin,wild_1,1.9,beanie blue,59.4,106.3
908,909,5437,pixel,5.6,shirt white,10.6,blue cat skin,cool_2,5,beret pink,46.7,62.9
909,910,9905,mummy,0.7,robe blue,0.4,blue cat skin,cool_2,5,apple,4.0,5.2
910,911,4232,rich,3.6,labcoat,38.2,blue cat skin,classy_1,6.2,visor green,44.5,92.6
913,914,1343,happy cute,8.9,astro orange,115.7,blue cat skin,classy_1,6.2,beanie black,54.8,185.6
914,915,1451,glasses funny,4.2,hoodie red,79.7,blue cat skin,classy_2,9.4,top hat,88.4,181.7
915,916,8283,wink,7.7,bandana red,0.6,blue cat skin,cool_1,1.2,beanie red,7.9,17.4
916,917,6273,ditto,0,hoodie black,42.6,blue cat skin,wild_1,1.9,arrowhead,8.8,53.3
917,918,3091,derp,3.5,buttondown blue flannel,6.1,blue cat skin,wild_2,4.2,tvhead purple,103.0,116.8
918,919,5776,dizzy,4.8,chain,48.3,blue cat skin,cool_2,5,beret green,5.4,58.6
919,920,4767,sunglasses blue,3.2,work red,3.4,blue cat skin,wild_1,1.9,knight red,69.0,77.5
920,921,8101,sunglasses cowboy,7.3,bandana green,4.4,blue cat skin,cool_1,1.2,beret green,5.4,18.2
921,922,5767,sunglasses heart,3.0,tshirt white,53.8,blue cat skin,wild_1,1.9,hat white,5,58.7
922,923,1839,mummy,0.7,sweater green chain,86.2,blue cat skin,classy_1,6.2,ninja red,74.0,167.0
923,924,7000,grin,5.4,tshirt blue,32.5,blue cat skin,cool_2,5,candle,5.6,43.4
924,925,3176,wink,7.7,overalls yellow,60.0,blue cat skin,wild_2,4.2,sunhat tan,41.8,113.7
925,926,8065,sunglasses pixel,5.8,buttondown tan,8.6,blue cat skin,cool_2,5,apple,4.0,18.4
926,927,6284,smirk,6.3,toga,41.8,blue cat skin,cool_2,5,hat visor yellow,5.0,53.2
927,928,6672,unamused,2.0,tanktop sailor blue,41.8,blue cat skin,cool_2,5,flower red,5.4,49.3
928,929,4082,rich,3.6,tshirt pink,3.9,blue cat skin,wild_2,4.2,pirate black,83.7,95.4
929,930,873,beard brown,5.4,knight black,139.5,blue cat skin,classy_1,6.2,beanie blue,59.4,210.4
930,931,8346,angry scar,6.3,tanktop orange,7.7,blue cat skin,cool_2,5,bucket hat green,3.0,17.0
931,932,5072,sunglasses cool,10.0,bandana purple,3.0,blue cat skin,cool_2,5,sunhat white,55.7,68.7
932,933,5629,owo,3.5,buttondown black flannel,3.0,blue cat skin,cool_2,5,sunhat black,53.9,60.4
933,934,3044,smirk,6.3,baseball blue,38.9,blue cat skin,wild_2,4.2,knight red,69.0,118.5
934,935,933,owo,3.5,chain,48.3,blue cat skin,classy_1,6.2,costume dragon,148.5,206.5
935,936,5867,angry cute,2.4,robe blue,0.4,blue cat skin,cool_2,5,helm army,54.8,57.5
936,937,9111,rich,3.6,shirt yellow,4.4,blue cat skin,cool_2,5,flower red,5.4,13.4
937,938,1387,glossy,9.6,robe king,118.3,blue cat skin,classy_1,6.2,pirate red,49.8,183.8
938,939,4903,shocked,7.5,tshirt green,7.7,blue cat skin,cool_2,5,unicorn horn,56.6,71.8
939,940,1559,unamused,2.0,knight leather,81.2,blue cat skin,classy_1,6.2,top hat,88.4,177.9
940,941,1804,pixel,5.6,cowboy black,84.5,blue cat skin,wild_2,4.2,ninja red,74.0,168.2
941,942,287,angry,3.5,monk,110.7,blue cat skin,exotic_1,16.0,costume frog,148.5,278.7
943,944,5411,sunglasses heart,3.0,sweater black,54.8,blue cat skin,wild_1,1.9,bucket hat tan,3.7,63.3
944,945,9503,pixel,5.6,buttondown green,0.2,blue cat skin,cool_1,1.2,headband blue,4.2,11.2
945,946,3847,hearts,4.2,sweater pink,39.7,blue cat skin,wild_1,1.9,sunhat black,53.9,99.6
946,947,8941,shocked,7.5,buttondown green,0.2,blue cat skin,cool_1,1.2,beret green,5.4,14.2
947,948,1056,wink,7.7,astro,78.1,blue cat skin,classy_1,6.2,helm bronze,107.2,199.1
948,949,1204,mummy,0.7,costume dragon,126.8,blue cat skin,classy_2,9.4,bucket hat white,54.8,191.7
949,950,6303,happy,6.7,hoodie black,42.6,blue cat skin,cool_2,5,bucket hat tan,3.7,53.0
950,951,3678,mononoke,4.5,work blue,5.1,blue cat skin,wild_2,4.2,horns,88.4,102.2
951,952,2434,sunglasses cool,10.0,overalls blue,0,blue cat skin,wild_2,4.2,crown fire,126.6,140.8
952,953,1089,ninja red,5.8,astro black,115.7,blue cat skin,classy_2,9.4,cowboy black,66.7,197.6
953,954,8793,glossy,9.6,overalls blue,0,blue cat skin,cool_1,1.2,headband blue,4.2,15.0
954,955,9826,angry,3.5,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,hat white,5,7.6
955,956,1942,three eyes,1.6,lederhosen,75.2,blue cat skin,classy_2,9.4,prince,76.6,162.8
956,957,1366,derp,3.5,bandana green,4.4,blue cat skin,wild_2,4.2,astro fishbowl,172.5,184.5
957,958,7129,angry cute,2.4,shirt white,10.6,blue cat skin,cool_1,1.2,beanie orange,12.8,27.0
958,959,1201,shocked,7.5,pirate red,97.4,blue cat skin,classy_1,6.2,nurse,80.8,191.8
959,960,3589,grin,5.4,tanktop sailor red,39.7,blue cat skin,wild_1,1.9,unicorn horn,56.6,103.5
960,961,548,mononoke,4.5,costume gorilla,166.9,blue cat skin,classy_2,9.4,unicorn horn,56.6,237.4
961,962,6165,zombie,1.1,overalls blue,0,blue cat skin,wild_1,1.9,ninja blue,51.4,54.4
962,963,7087,beard tan,10.2,shirt white,10.6,blue cat skin,cool_1,1.2,arrowhead,8.8,30.9
963,964,1471,glossy,9.6,lederhosen,75.2,blue cat skin,classy_1,6.2,halo,90.1,181.0
964,965,3724,pixel,5.6,bandana red,0.6,blue cat skin,wild_1,1.9,goggles seaweed,93.5,101.6
965,966,5380,sunglasses heart,3.0,bandana red,0.6,blue cat skin,wild_1,1.9,mullet blonde,58.5,63.9
966,967,3195,mummy,0.7,robe white,46.6,blue cat skin,wild_2,4.2,hat black,61.4,112.9
968,969,6595,owo,3.5,overalls blue,0,blue cat skin,cool_2,5,beret pink,46.7,50.2
969,970,3840,sunglasses cool,10.0,tshirt metal,41.1,blue cat skin,wild_1,1.9,beret black,46.7,99.7
970,971,3986,owo,3.5,shirt bowtie,40.4,blue cat skin,wild_1,1.9,ninja blue,51.4,97.1
971,972,4160,glossy,9.6,hoodie red,79.7,blue cat skin,wild_1,1.9,bucket hat green,3.0,94.0
972,973,4304,unamused,2.0,shirt bowtie,40.4,blue cat skin,wild_2,4.2,visor green,44.5,91.1
973,974,8617,sunglasses cowboy,7.3,bandana purple,3.0,blue cat skin,cool_1,1.2,headband blue,4.2,15.7
974,975,2162,owo,3.5,buttondown green,0.2,blue cat skin,wild_2,4.2,deepsea bronze,145.0,152.9
976,977,4128,sunglasses cool,10.0,buttondown blue flannel,6.1,blue cat skin,wild_1,1.9,tvhead grey,76.6,94.6
977,978,7819,smirk,6.3,tshirt pink,3.9,blue cat skin,cool_1,1.2,flower pink,8.4,19.8
978,979,4205,tired,5.9,wetsuit,81.2,blue cat skin,wild_1,1.9,apple,4.0,93.1
979,980,7460,pixel,5.6,tanktop pink,5.9,blue cat skin,cool_1,1.2,wreath,9.5,22.1
980,981,5638,angry scar,6.3,tanktop white,3.9,blue cat skin,wild_1,1.9,afro brown,48.2,60.3
981,982,7838,ninja red,5.8,shirt yellow,4.4,blue cat skin,cool_1,1.2,flower pink,8.4,19.7
982,983,1615,happy,6.7,astro orange,115.7,blue cat skin,classy_1,6.2,beret pink,46.7,175.3
983,984,4697,beard brown,5.4,tshirt yellow,4.4,blue cat skin,wild_1,1.9,knight red,69.0,80.7
984,985,5053,shocked,7.5,bandana purple,3.0,blue cat skin,cool_2,5,mullet blonde,58.5,68.9
985,986,8660,glasses,4.8,overalls blue,0,blue cat skin,cool_1,1.2,flower blue,9.5,15.5
986,987,9548,ninja red,5.8,tshirt pink,3.9,blue cat skin,cool_1,1.2,hat white,5,10.8
987,988,5169,beard tan,10.2,tshirt white,53.8,blue cat skin,cool_2,5,bucket hat green,3.0,67.0
988,989,3563,rich,3.6,ninja red,37.6,blue cat skin,wild_2,4.2,mullet blonde,58.5,103.8
989,990,4887,glossy,9.6,work blue,5.1,blue cat skin,cool_2,5,afro black,57.5,72.2
990,991,1289,glasses,4.8,knight leather,81.2,blue cat skin,classy_1,6.2,astro,95.3,187.5
991,992,2542,angry,3.5,mononoke,129.8,blue cat skin,wild_2,4.2,hat white,5,137.4
992,993,6153,sunglasses pixel,5.8,buttondown green,0.2,blue cat skin,wild_1,1.9,beret pink,46.7,54.5
993,994,8254,shocked,7.5,tanktop pink,5.9,blue cat skin,cool_1,1.2,bucket hat green,3.0,17.5
994,995,6199,wink,7.7,overalls blue,0,blue cat skin,wild_1,1.9,visor green,44.5,54.1
996,997,8286,glasses funny,4.2,robe blue,0.4,blue cat skin,cool_2,5,beanie orange,12.8,17.3
997,998,2703,zombie,1.1,baseball red,47.4,blue cat skin,classy_1,6.2,bow,76.6,131.3
998,999,3953,zombie,1.1,ninja blue,34.9,blue cat skin,wild_2,4.2,mullet brown,57.5,97.7
999,1000,2915,three eyes,1.6,shirt white,10.6,blue cat skin,wild_2,4.2,helm bronze,107.2,123.5
1001,1002,2569,happy cute,8.9,viking navy,68.4,blue cat skin,wild_2,4.2,beanie black,54.8,136.2
1002,1003,3289,shocked,7.5,toga,41.8,blue cat skin,wild_1,1.9,mullet blonde,58.5,109.6
1003,1004,9432,three eyes,1.6,tshirt red,5.1,blue cat skin,cool_2,5,hat visor yellow,5.0,11.7
1004,1005,1290,glasses,4.8,wetsuit,81.2,blue cat skin,classy_1,6.2,astro,95.3,187.5
1005,1006,420,three eyes,1.6,nurse,115.7,blue cat skin,exotic_1,16.0,crown black,118.8,252.1
1006,1007,1325,derp,3.5,mononoke,129.8,blue cat skin,classy_1,6.2,beret black,46.7,186.1
1007,1008,7420,sunglasses pixel,5.8,buttondown tan,8.6,blue cat skin,cool_2,5,piercings,8.1,22.5
1008,1009,8215,ninja black,7.5,work red,3.4,blue cat skin,cool_1,1.2,mohawk purple,5.6,17.7
1009,1010,5477,sunglasses squad,9.1,buttondown red flannel,43.4,blue cat skin,wild_1,1.9,piercings,8.1,62.5
1010,1011,826,face face,9.1,cowboy black,84.5,blue cat skin,classy_1,6.2,helm silver,113.9,213.7
1011,1012,815,three eyes,1.6,costume hotdog,108.3,blue cat skin,exotic_1,16.0,top hat,88.4,214.3
1012,1013,5077,glossy,9.6,sweater black,54.8,blue cat skin,cool_2,5,headband blue,4.2,68.6
1013,1014,8153,owo,3.5,tshirt green,7.7,blue cat skin,cool_1,1.2,mohawk purple,5.6,18.0
1015,1016,7199,sunglasses blue,3.2,sweater orange,8.0,blue cat skin,cool_1,1.2,beanie orange,12.8,25.1
1016,1017,7441,beard tan,10.2,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,beanie red,7.9,22.3
1017,1018,4926,angry,3.5,hoodie purple,6.4,blue cat skin,cool_2,5,hat black,61.4,71.3
1019,1020,3165,sunglasses heart,3.0,pirate red,97.4,blue cat skin,wild_2,4.2,wreath,9.5,114.0
1020,1021,4972,uwu,5.0,overalls pink,60.0,blue cat skin,wild_1,1.9,mohawk green,3.3,70.2
1021,1022,7495,shocked,7.5,shirt yellow,4.4,blue cat skin,cool_1,1.2,arrowhead,8.8,21.9
1022,1023,2953,double face,3.8,baseball blue,38.9,blue cat skin,wild_2,4.2,wreath flowers,75.2,122.2
1024,1025,2147,dizzy,4.8,sweater pink,39.7,blue cat skin,classy_1,6.2,tvhead purple,103.0,153.6
1025,1026,7736,grin,5.4,bandana green,4.4,blue cat skin,cool_1,1.2,beret red,9.3,20.2
1027,1028,393,glossy,9.6,costume dragon,126.8,blue cat skin,exotic_1,16.0,tvhead purple,103.0,255.3
1028,1029,5778,unamused,2.0,work blue,5.1,blue cat skin,cool_2,5,hat visor blue,51.4,58.5
1029,1030,871,sunglasses heart,3.0,ninja black,84.5,blue cat skin,exotic_1,16.0,astro cheeks,107.2,210.6
1031,1032,2636,rich,3.6,viking navy,68.4,blue cat skin,classy_1,6.2,sunhat white,55.7,133.8
1032,1033,1261,beard tan,10.2,astro orange,115.7,blue cat skin,classy_1,6.2,unicorn horn,56.6,188.7
1033,1034,132,zombie,1.1,deepsea bronze,118.3,blue cat skin,exotic_2,62.4,deepsea bronze,145.0,326.9
1034,1035,9729,rich,3.6,buttondown green,0.2,blue cat skin,cool_2,5,beret green,5.4,9.2
1035,1036,9372,rich,3.6,work red,3.4,blue cat skin,cool_2,5,hat visor yellow,5.0,12.1
1036,1037,3691,ninja blue,4.5,labcoat,38.2,blue cat skin,wild_1,1.9,afro black,57.5,102.1
1037,1038,6839,hearts,4.2,baseball blue,38.9,blue cat skin,cool_2,5,apple,4.0,47.1
1038,1039,6565,glossy,9.6,overalls flannel,35.6,blue cat skin,cool_2,5,flower red,5.4,50.5
1039,1040,7867,owo,3.5,shirt white,10.6,blue cat skin,cool_1,1.2,headband blue,4.2,19.5
1040,1041,4525,wink,7.7,tanktop orange,7.7,blue cat skin,wild_1,1.9,knight red,69.0,86.3
1041,1042,3546,shocked,7.5,robe white,46.6,blue cat skin,wild_1,1.9,afro brown,48.2,104.1
1042,1043,5034,face face,9.1,work red,3.4,blue cat skin,cool_2,5,unicorn horn,56.6,69.2
1043,1044,9340,mummy,0.7,buttondown tan,8.6,blue cat skin,cool_2,5,bucket hat green,3.0,12.2
1044,1045,2966,mummy,0.7,labcoat,38.2,blue cat skin,classy_1,6.2,bow,76.6,121.7
1045,1046,6949,smirk,6.3,baseball blue,38.9,blue cat skin,cool_2,5,hat white,5,45.3
1046,1047,8836,unamused,2.0,work red,3.4,blue cat skin,cool_1,1.2,piercings,8.1,14.8
1047,1048,1871,happy cute,8.9,buttondown red flannel,43.4,blue cat skin,classy_1,6.2,astro cheeks,107.2,165.6
1048,1049,5818,happy,6.7,overalls blue,0,blue cat skin,cool_2,5,hat visor blue,51.4,58.1
1050,1051,7170,happy cute,8.9,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,flower blue,9.5,25.7
1051,1052,7530,angry cute,2.4,buttondown tan,8.6,blue cat skin,cool_1,1.2,wreath,9.5,21.6
1052,1053,1769,dizzy,4.8,viking navy,68.4,blue cat skin,classy_1,6.2,helm biker,90.1,169.4
1053,1054,8150,uwu,5.0,hoodie purple,6.4,blue cat skin,cool_1,1.2,beret green,5.4,18.0
1055,1056,3052,sunglasses blue,3.2,tshirt green,7.7,blue cat skin,wild_2,4.2,tvhead purple,103.0,118.0
1056,1057,6939,stunned,2.8,ninja blue,34.9,blue cat skin,cool_2,5,beanie red,7.9,45.7
1057,1058,4126,uwu,5.0,cowboy black,84.5,blue cat skin,wild_1,1.9,mohawk green,3.3,94.7
1058,1059,8082,sunglasses blue,3.2,buttondown tan,8.6,blue cat skin,cool_1,1.2,beret green,5.4,18.3
1059,1060,3383,sunglasses cowboy,7.3,robe white,46.6,blue cat skin,wild_1,1.9,ninja blue,51.4,107.1
1060,1061,4195,mummy,0.7,tanktop sailor blue,41.8,blue cat skin,classy_1,6.2,visor green,44.5,93.2
1061,1062,4711,beard brown,5.4,tanktop white,3.9,blue cat skin,wild_1,1.9,ninja black,69.0,80.2
1062,1063,2445,angry scar,6.3,tanktop sailor red,39.7,blue cat skin,classy_1,6.2,horns,88.4,140.5
1064,1065,682,glasses funny,4.2,combat black,110.7,blue cat skin,exotic_1,16.0,knight blue,93.5,224.4
1065,1066,9249,ditto,0,tshirt yellow,4.4,blue cat skin,cool_2,5,flower pink,8.4,12.7
1066,1067,8337,happy,6.7,robe blue,0.4,blue cat skin,cool_1,1.2,arrowhead,8.8,17.1
1067,1068,231,tired,5.9,combat green,123.9,blue cat skin,exotic_1,16.0,deepsea bronze,145.0,290.8
1068,1069,6692,beard brown,5.4,sweater pink,39.7,blue cat skin,cool_2,5,apple,4.0,49.1
1069,1070,8357,beard brown,5.4,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,headband blue,4.2,16.9
1071,1072,2122,sunglasses squad,9.1,astro,78.1,blue cat skin,classy_1,6.2,sushi,61.4,154.8
1072,1073,6067,rich,3.6,shirt bowtie,40.4,blue cat skin,wild_1,1.9,wreath,9.5,55.4
1073,1074,7021,ninja blue,4.5,ninja blue,34.9,blue cat skin,cool_2,5,antlers,3.5,42.9
1074,1075,2039,three eyes,1.6,wetsuit,81.2,blue cat skin,classy_2,9.4,cowboy black,66.7,159.0
1075,1076,6171,shocked,7.5,tanktop sailor black,42.6,blue cat skin,cool_2,5,headband blue,4.2,54.3
1076,1077,1841,sunglasses pixel,5.8,lederhosen,75.2,blue cat skin,classy_2,9.4,prince,76.6,166.9
1077,1078,974,angry scar,6.3,viking brown,73.7,blue cat skin,classy_2,9.4,helm silver,113.9,203.4
1078,1079,7676,sunglasses blue,3.2,work red,3.4,blue cat skin,cool_1,1.2,beanie orange,12.8,20.6
1079,1080,8957,derp,3.5,overalls blue,0,blue cat skin,cool_1,1.2,flower blue,9.5,14.2
1080,1081,5236,ninja black,7.5,overalls blue,0,blue cat skin,cool_2,5,mullet blonde,58.5,65.9
1082,1083,6380,mononoke,4.5,toga,41.8,blue cat skin,wild_1,1.9,apple,4.0,52.2
1083,1084,6107,stunned,2.8,tanktop white,3.9,blue cat skin,cool_2,5,afro brown,48.2,54.9
1084,1085,2426,owo,3.5,buttondown red flannel,43.4,blue cat skin,wild_2,4.2,bucket hat blue,90.1,141.1
1085,1086,3306,rich,3.6,toga,41.8,blue cat skin,wild_2,4.2,beanie blue,59.4,109.1
1086,1087,5727,zombie,1.1,hoodie purple,6.4,blue cat skin,wild_1,1.9,pirate red,49.8,59.1
1087,1088,4843,mummy,0.7,overalls yellow,60.0,blue cat skin,wild_2,4.2,arrowhead,8.8,73.7
1088,1089,1416,sunglasses yellow,8.5,combat black,110.7,blue cat skin,classy_1,6.2,afro black,57.5,182.9
1089,1090,5810,happy cute,8.9,hoodie black,42.6,blue cat skin,cool_2,5,headband red,6.6,58.1
1090,1091,8011,angry,3.5,tanktop pink,5.9,blue cat skin,cool_1,1.2,piercings,8.1,18.7
1091,1092,9641,sunglasses blue,3.2,robe blue,0.4,blue cat skin,cool_1,1.2,flower red,5.4,10.1
1092,1093,2926,glasses,4.8,ninja red,37.6,blue cat skin,wild_2,4.2,tvhead grey,76.6,123.1
1093,1094,2142,dizzy,4.8,pirate red,97.4,blue cat skin,wild_2,4.2,cupcake,47.4,153.8
1094,1095,7824,angry scar,6.3,tshirt pink,3.9,blue cat skin,cool_2,5,flower blue,9.5,19.7
1095,1096,3469,zombie,1.1,hoodie black,42.6,blue cat skin,wild_2,4.2,mullet brown,57.5,105.4
1096,1097,6966,glasses funny,4.2,overalls flannel,35.6,blue cat skin,wild_1,1.9,mohawk green,3.3,44.9
1097,1098,1131,mummy,0.7,overalls yellow,60.0,blue cat skin,exotic_1,16.0,crown gold,118.8,195.5
1098,1099,5943,hearts,4.2,tshirt yellow,4.4,blue cat skin,cool_2,5,afro brown,48.2,56.7
1099,1100,5130,hearts,4.2,sweater orange,8.0,blue cat skin,cool_2,5,sunhat white,55.7,67.8
1100,1101,1265,face face,9.1,epaulette white,118.3,blue cat skin,classy_1,6.2,helm army,54.8,188.4
1102,1103,509,ninja red,5.8,deepsea bronze,118.3,blue cat skin,classy_2,9.4,helm bronze,107.2,240.7
1103,1104,6992,beard brown,5.4,tanktop tattoo,34.9,blue cat skin,cool_2,5,antlers,3.5,43.8
1105,1106,6285,beard brown,5.4,baseball blue,38.9,blue cat skin,cool_2,5,arrowhead,8.8,53.1
1106,1107,3188,ninja black,7.5,winter blue,46.6,blue cat skin,wild_1,1.9,afro black,57.5,113.4
1107,1108,2833,three eyes,1.6,robe white,46.6,blue cat skin,wild_2,4.2,ninja red,74.0,126.3
1108,1109,6172,three eyes,1.6,work red,3.4,blue cat skin,wild_1,1.9,cupcake,47.4,54.3
1109,1110,1716,beard tan,10.2,gown white,95.4,blue cat skin,wild_2,4.2,sushi,61.4,171.2
1110,1111,2392,rich,3.6,hoodie black,42.6,blue cat skin,classy_1,6.2,halo,90.1,142.5
1111,1112,8403,glossy,9.6,robe blue,0.4,blue cat skin,cool_1,1.2,candle,5.6,16.7
1112,1113,2808,sunglasses pixel,5.8,robe white,46.6,blue cat skin,classy_1,6.2,ninja black,69.0,127.6
1113,1114,1172,mononoke,4.5,gown purple,86.2,blue cat skin,classy_2,9.4,knight blue,93.5,193.6
1114,1115,8535,sunglasses blue,3.2,tshirt green,7.7,blue cat skin,cool_1,1.2,apple,4.0,16.1
1115,1116,9014,smirk,6.3,work red,3.4,blue cat skin,cool_1,1.2,bucket hat green,3.0,13.9
1116,1117,3966,ditto,0,robe white,46.6,blue cat skin,wild_2,4.2,beret pink,46.7,97.5
1117,1118,7225,smirk,6.3,tanktop orange,7.7,blue cat skin,cool_1,1.2,wreath,9.5,24.7
1118,1119,4127,unamused,2.0,bandana red,0.6,blue cat skin,wild_1,1.9,bucket hat blue,90.1,94.6
1119,1120,3961,glasses funny,4.2,tanktop sailor blue,41.8,blue cat skin,wild_2,4.2,cupcake,47.4,97.6
1120,1121,7882,happy cute,8.9,tanktop white,3.9,blue cat skin,cool_1,1.2,flower red,5.4,19.4
1121,1122,9719,angry cute,2.4,buttondown green,0.2,blue cat skin,cool_1,1.2,candle,5.6,9.3
1122,1123,6525,sunglasses pixel,5.8,buttondown green,0.2,blue cat skin,wild_1,1.9,hat skull,43.2,51.0
1123,1124,7471,ninja black,7.5,tanktop white,3.9,blue cat skin,cool_1,1.2,wreath,9.5,22.1
1124,1125,1762,mononoke,4.5,epaulette black,101.6,blue cat skin,classy_1,6.2,afro black,57.5,169.7
1125,1126,3552,three eyes,1.6,tanktop sailor black,42.6,blue cat skin,wild_2,4.2,sunhat white,55.7,104.0
1126,1127,5555,rich,3.6,buttondown green,0.2,blue cat skin,wild_1,1.9,sunhat white,55.7,61.4
1127,1128,9209,glasses funny,4.2,work blue,5.1,blue cat skin,cool_2,5,bucket hat tan,3.7,13.0
1128,1129,6180,angry,3.5,baseball red,47.4,blue cat skin,cool_2,5,mohawk green,3.3,54.2
1129,1130,5006,derp,3.5,tanktop orange,7.7,blue cat skin,cool_2,5,mullet blonde,58.5,69.7
1130,1131,5143,sunglasses yellow,8.5,shirt yellow,4.4,blue cat skin,cool_2,5,bucket hat white,54.8,67.7
1131,1132,7104,wink,7.7,hoodie purple,6.4,blue cat skin,cool_1,1.2,beanie orange,12.8,28.0
1132,1133,3139,happy cute,8.9,winter blue,46.6,blue cat skin,wild_1,1.9,afro black,57.5,114.9
1133,1134,8364,happy cute,8.9,buttondown green,0.2,blue cat skin,cool_1,1.2,headband red,6.6,16.9
1134,1135,5851,glasses,4.8,buttondown blue flannel,6.1,blue cat skin,cool_2,5,beret black,46.7,57.7
1135,1136,3296,sunglasses heart,3.0,baseball red,47.4,blue cat skin,wild_2,4.2,beanie black,54.8,109.4
1136,1137,118,double face,3.8,epaulette white,118.3,blue cat skin,exotic_2,62.4,knight black,152.1,336.7
1137,1138,8400,tired,5.9,buttondown blue flannel,6.1,blue cat skin,cool_1,1.2,antlers,3.5,16.7
1138,1139,6059,wink,7.7,baseball blue,38.9,blue cat skin,cool_2,5,arrowhead,8.8,55.4
1139,1140,3321,ninja red,5.8,hoodie black,42.6,blue cat skin,wild_1,1.9,mullet blonde,58.5,108.7
1140,1141,6793,derp,3.5,winter red,38.9,blue cat skin,cool_2,5,flower red,5.4,47.8
1141,1142,650,sunglasses heart,3.0,knight black,139.5,blue cat skin,classy_2,9.4,wreath flowers,75.2,227.1
1142,1143,2638,sunglasses cowboy,7.3,shirt white,10.6,blue cat skin,wild_1,1.9,dutch,113.9,133.7
1143,1144,235,sunglasses squad,9.1,nurse,115.7,blue cat skin,exotic_1,16.0,costume frog,148.5,289.4
1146,1147,4454,glasses,4.8,tanktop orange,7.7,blue cat skin,cool_2,5,wreath flowers,75.2,87.8
1147,1148,8698,zombie,1.1,tanktop pink,5.9,blue cat skin,cool_2,5,flower pink,8.4,15.4
1148,1149,5180,glasses,4.8,bandana red,0.6,blue cat skin,cool_2,5,hat black,61.4,66.9
1149,1150,6050,sunglasses squad,9.1,tshirt green,7.7,blue cat skin,wild_1,1.9,cowboy brown,36.9,55.6
1150,1151,5910,sunglasses yellow,8.5,robe blue,0.4,blue cat skin,cool_2,5,afro brown,48.2,57.1
1151,1152,9058,rich,3.6,work red,3.4,blue cat skin,cool_2,5,headband red,6.6,13.7
1152,1153,5962,beard brown,5.4,buttondown black flannel,3.0,blue cat skin,cool_2,5,afro brown,48.2,56.6
1154,1155,5802,smirk,6.3,bandana red,0.6,blue cat skin,cool_2,5,ninja blue,51.4,58.3
1155,1156,1546,sunglasses cool,10.0,buttondown red flannel,43.4,blue cat skin,classy_1,6.2,crown black,118.8,178.3
1156,1157,5137,beard brown,5.4,buttondown black flannel,3.0,blue cat skin,cool_2,5,beanie blue,59.4,67.8
1157,1158,7832,zombie,1.1,shirt white,10.6,blue cat skin,cool_2,5,beanie red,7.9,19.7
1158,1159,3248,grin,5.4,tshirt blue,32.5,blue cat skin,wild_2,4.2,knight red,69.0,111.1
1159,1160,1870,three eyes,1.6,baseball red,47.4,blue cat skin,classy_2,9.4,visor purple,107.2,165.6
1160,1161,6742,derp,3.5,sweater pink,39.7,blue cat skin,cool_2,5,beret green,5.4,48.5
1161,1162,4510,ninja red,5.8,viking brown,73.7,blue cat skin,wild_1,1.9,beret green,5.4,86.7
1162,1163,1310,wink,7.7,overalls red,84.5,blue cat skin,classy_1,6.2,top hat,88.4,186.8
1163,1164,3698,mummy,0.7,sweater pink,39.7,blue cat skin,wild_2,4.2,afro black,57.5,102.0
1165,1166,957,sunglasses pixel,5.8,punk,108.3,blue cat skin,classy_2,9.4,nurse,80.8,204.2
1166,1167,4122,angry scar,6.3,tshirt green,7.7,blue cat skin,wild_2,4.2,bow,76.6,94.8
