,cat_number,rank,face,face-score,shirt,shirt-score,body,tier,tier-score,hats,hats-score,total,price,currency,dollar-price
2514,3316,2798,stunned,2.8,pirate black,69.7,blue cat skin,wild_2,4.2,ninja blue,51.4,128.0,8.85,WETH,26093.959499999997
2515,3317,8739,glasses funny,4.2,tshirt green,7.7,blue cat skin,cool_2,5.0,mohawk green,3.3,15.2,0.949,ETH,2798.0980299999997
2516,3318,9835,angry cute,2.4,bandana red,0.6,blue cat skin,cool_1,1.2,mohawk green,3.3,7.5,0.025,WETH,73.71175
2517,3319,332,zombie,1.1,epaulette black,101.6,blue cat skin,exotic_1,16.0,costume dragon,148.5,267.2,3.5,ETH,10319.644999999999
2518,3320,3454,shocked,7.5,ninja blue,34.9,blue cat skin,wild_1,1.9,sushi,61.4,105.7,4.0,ETH,11793.88
2519,3321,735,pixel,5.6,astro orange,115.7,blue cat skin,classy_2,9.4,halo,90.1,220.8,2.69,ETH,7931.3843
2520,3322,5632,sunglasses yellow,8.5,bandana green,4.4,blue cat skin,cool_2,5.0,cupcake,47.4,60.3,0.12,ETH,353.8164
2521,3323,3650,unamused,2.0,shirt bowtie,40.4,blue cat skin,wild_1,1.9,mullet blonde,58.5,102.7,4.0,ETH,11793.88
2522,3324,6075,stunned,2.8,sweater pink,39.7,blue cat skin,cool_2,5.0,beanie orange,12.8,55.3,1.25,ETH,3685.5874999999996
2523,3325,8883,dizzy,4.8,robe blue,0.4,blue cat skin,cool_1,1.2,piercings,8.1,14.6,9.0,ETH,26536.23
2524,3326,6654,angry cute,2.4,tanktop white,3.9,blue cat skin,cool_2,5.0,hat skull,43.2,49.4,7.3535,WETH,21681.574145
2525,3327,7123,shocked,7.5,shirt white,10.6,blue cat skin,cool_1,1.2,beanie red,7.9,27.2,9.499,ETH,28007.51653
2526,3328,8313,angry cute,2.4,shirt yellow,4.4,blue cat skin,cool_1,1.2,beret red,9.3,17.2,9.11,ETH,26860.561699999995
2527,3330,5,robot,3275.3,robot,3267.8,blue cat skin,exotic_2,62.4,robot,3273.4,9878.8,110.0,ETH,324331.69999999995
2528,3331,5055,derp,3.5,overalls pink,60.0,blue cat skin,wild_1,1.9,antlers,3.5,68.9,14.2069,ETH,41888.61844299999
2529,3332,4161,wink,7.7,overalls red,84.5,blue cat skin,wild_1,1.9,hat white,5.0,94.0,14.0,ETH,41278.579999999994
2530,3333,8604,sunglasses blue,3.2,tshirt green,7.7,blue cat skin,cool_1,1.2,bucket hat tan,3.7,15.7,0.54,ETH,1592.1738
2531,3336,4043,beard pirate,0.8,gown purple,86.2,blue cat skin,wild_2,4.2,hat visor yellow,5.0,96.2,1.5,ETH,4422.705
2532,3337,9532,tired,5.9,buttondown green,0.2,blue cat skin,cool_1,1.2,bucket hat tan,3.7,11.0,7.0,ETH,20639.289999999997
2533,3338,5862,sunglasses pixel,5.8,buttondown green,0.2,blue cat skin,wild_1,1.9,pirate red,49.8,57.6,15.49,ETH,45671.800299999995
2534,3339,115,sunglasses squad,9.1,deepsea bronze,118.3,blue cat skin,exotic_2,62.4,deepsea orange,148.5,338.4,29.0,ETH,85505.62999999999
2535,3340,3951,tired,5.9,tshirt blue,32.5,blue cat skin,wild_1,1.9,afro black,57.5,97.8,2.9,ETH,8550.562999999998
2536,3341,9254,angry cute,2.4,tanktop pink,5.9,blue cat skin,cool_1,1.2,mohawk green,3.3,12.7,13.73,ETH,40482.4931
2537,3342,7542,rich,3.6,buttondown tan,8.6,blue cat skin,cool_2,5.0,beret red,9.3,21.5,0.54,ETH,1592.1738
2538,3343,4352,angry,3.5,sweater orange,8.0,blue cat skin,wild_1,1.9,bow,76.6,89.9,13.5,ETH,39804.344999999994
2539,3345,1320,double face,3.8,robe king,118.3,blue cat skin,classy_2,9.4,helm army,54.8,186.4,0.005,ETH,14.74235
2540,3347,2767,sunglasses heart,3.0,robe white,46.6,blue cat skin,wild_2,4.2,wreath flowers,75.2,129.0,9.99,ETH,29455.2153
2541,3348,3954,glossy,9.6,tanktop tattoo,34.9,blue cat skin,wild_1,1.9,ninja blue,51.4,97.7,6.5,ETH,19165.055
2542,3349,5781,tired,5.9,tanktop pink,5.9,blue cat skin,cool_2,5.0,beret pink,46.7,58.5,5.49,ETH,16187.1003
2543,3350,5013,glossy,9.6,robe red,5.1,blue cat skin,cool_2,5.0,beanie black,54.8,69.5,9.3,ETH,27420.771
2544,3351,634,glasses,4.8,gown white,95.4,blue cat skin,classy_2,9.4,crown black,118.8,228.4,0.4,ETH,1179.388
2545,3352,8865,ninja black,7.5,robe blue,0.4,blue cat skin,cool_1,1.2,candle,5.6,14.7,6.63,WETH,19548.356099999997
2546,3353,4703,stunned,2.8,winter red,38.9,blue cat skin,wild_1,1.9,cowboy brown,36.9,80.5,9.5,ETH,28010.464999999997
2547,3354,2292,happy cute,8.9,ninja red,37.6,blue cat skin,wild_2,4.2,astro,95.3,146.0,0.2,ETH,589.694
2548,3356,7637,smirk,6.3,tshirt green,7.7,blue cat skin,cool_1,1.2,mohawk purple,5.6,20.8,15.2704,WETH,45024.316288
2549,3357,7018,beard pirate,0.8,shirt bowtie,40.4,blue cat skin,wild_1,1.9,hat white,5.0,43.1,6.8,ETH,20049.595999999998
2550,3358,8095,shocked,7.5,bandana purple,3.0,blue cat skin,cool_1,1.2,headband red,6.6,18.3,0.022,ETH,64.86634
2551,3359,6796,zombie,1.1,bandana purple,3.0,blue cat skin,wild_1,1.9,sunhat tan,41.8,47.8,0.69,ETH,2034.4442999999997
2552,3360,6931,beard brown,5.4,shirt bowtie,40.4,blue cat skin,cool_2,5.0,hat white,5.0,45.8,0.8,ETH,2358.776
2553,3362,8546,beard brown,5.4,overalls blue,0.0,blue cat skin,cool_1,1.2,flower blue,9.5,16.1,10.79,ETH,31813.991299999994
2554,3363,9803,three eyes,1.6,bandana purple,3.0,blue cat skin,cool_2,5.0,antlers,3.5,8.1,0.7,ETH,2063.9289999999996
2555,3365,2513,dizzy,4.8,gown black,123.9,blue cat skin,wild_2,4.2,beret green,5.4,138.3,2.0,ETH,5896.94
2556,3366,5663,derp,3.5,robe red,5.1,blue cat skin,cool_2,5.0,ninja blue,51.4,60.0,7.0,WETH,20639.289999999997
2557,3367,8709,wink,7.7,buttondown black flannel,3.0,blue cat skin,cool_1,1.2,antlers,3.5,15.3,11.52,ETH,33966.37439999999
2558,3368,1230,zombie,1.1,epaulette red,106.0,blue cat skin,exotic_1,16.0,cowboy black,66.7,189.9,15.0,ETH,44227.049999999996
2559,3369,2020,beard brown,5.4,baseball blue,38.9,blue cat skin,classy_1,6.2,costume gorilla,109.3,159.8,7.0,ETH,20639.289999999997
2560,3370,742,sunglasses squad,9.1,punk,108.3,blue cat skin,classy_2,9.4,goggles seaweed,93.5,220.4,16.5,ETH,48649.755
2561,3371,9616,dizzy,4.8,bandana red,0.6,blue cat skin,cool_1,1.2,bucket hat tan,3.7,10.3,7.59,ETH,22378.8873
2562,3372,5367,sunglasses heart,3.0,shirt yellow,4.4,blue cat skin,wild_1,1.9,beanie black,54.8,64.0,11.45,ETH,33759.981499999994
2563,3373,4946,unamused,2.0,buttondown green,0.2,blue cat skin,wild_1,1.9,cowboy black,66.7,70.8,16.5,ETH,48649.755
2564,3374,7277,stunned,2.8,shirt white,10.6,blue cat skin,cool_1,1.2,flower blue,9.5,24.2,14.325,WETH,42236.832749999994
2565,3375,6998,sunglasses blue,3.2,shirt bowtie,40.4,blue cat skin,cool_2,5.0,hat white,5.0,43.5,9.85,ETH,29042.4295
